season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
1,Regular Season,7,2018-03-11,S1-RS-044,Elite 8 Critical Reborn,Domino's Hunters,2,0,team_a,2,NULL,https://news.codashop.com/id/hasil-akhir-mpl-reguler-season-1/
1,Regular Season,7,2018-03-11,S1-RS-045,RRQ.O2,Saints Indo 2,2,0,team_a,2,NULL,https://news.codashop.com/id/hasil-akhir-mpl-reguler-season-1/
1,Playoffs,NULL,2018-03-30,S1-PO-001,Elite 8 Critical Reborn,Team Rev Indo,0,2,team_b,3,Upper Bracket Quarterfinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-03-30,S1-PO-002,Bigetron Player Kill,Team NXL,0,2,team_b,3,Upper Bracket Quarterfinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-03-30,S1-PO-003,RRQ.O2,Saints Indo 2,2,0,team_a,3,Upper Bracket Quarterfinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-03-30,S1-PO-004,EVOS Esports,Louvre Esports,2,1,team_a,3,Upper Bracket Quarterfinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-03-31,S1-PO-005,Team NXL,RRQ.O2,2,0,team_a,3,Upper Bracket Semifinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-03-31,S1-PO-006,Saints Indo 2,Bigetron Player Kill,0,2,team_b,3,Lower Bracket Round 1,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-03-31,S1-PO-007,EVOS Esports,Team Rev Indo,2,0,team_a,3,Upper Bracket Semifinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-03-31,S1-PO-008,Louvre Esports,Elite 8 Critical Reborn,0,2,team_b,3,Lower Bracket Round 1,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-03-31,S1-PO-009,RRQ.O2,Elite 8 Critical Reborn,2,0,team_a,3,Lower Bracket Quarterfinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-04-01,S1-PO-010,EVOS Esports,Team NXL,2,0,team_a,3,Upper Bracket Final,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-04-01,S1-PO-011,Team Rev Indo,Bigetron Player Kill,1,2,team_b,3,Lower Bracket Quarterfinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-04-01,S1-PO-012,Bigetron Player Kill,RRQ.O2,1,2,team_b,3,Lower Bracket Semifinal,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-04-01,S1-PO-013,RRQ.O2,Team NXL,0,2,team_b,3,Lower Bracket Final,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
1,Playoffs,NULL,2018-04-01,S1-PO-014,Team NXL,EVOS Esports,3,2,team_a,5,Grand Final,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_1/Playoffs
