season,match_id,game_number,date,team_a,team_b,winner,duration_minutes,source
1,S1-RS-001,1,2018-01-13,Louvre Esports,Team NXL,Louvre Esports,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-001,2,2018-01-13,Louvre Esports,Team NXL,Team NXL,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-002,1,2018-01-13,Pandora Esports,Elite 8 Critical Reborn,Elite 8 Critical Reborn,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-002,2,2018-01-13,Pandora Esports,Elite 8 Critical Reborn,Elite 8 Critical Reborn,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-003,1,2018-01-13,RRQ.O2,Bigetron Player Kill,Bigetron Player Kill,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-003,2,2018-01-13,RRQ.O2,Bigetron Player Kill,RRQ.O2,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-004,1,2018-01-14,Pandora Esports,EVOS Esports,EVOS Esports,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-004,2,2018-01-14,Pandora Esports,EVOS Esports,EVOS Esports,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-005,1,2018-01-14,Team Rev Indo,Saints Indo 2,Team Rev Indo,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-005,2,2018-01-14,Team Rev Indo,Saints Indo 2,Team Rev Indo,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-006,1,2018-01-14,Bigetron Player Kill,Domino's Hunters,Bigetron Player Kill,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-006,2,2018-01-14,Bigetron Player Kill,Domino's Hunters,Bigetron Player Kill,NULL,https://www.kaorinusantara.or.id/newsline/104109/lewati-minggu-pertamanya-mobile-legends-professional-league-season-1-semakin-seru
1,S1-RS-007,1,2018-01-20,RRQ.O2,Domino's Hunters,RRQ.O2,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-007,2,2018-01-20,RRQ.O2,Domino's Hunters,RRQ.O2,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-008,1,2018-01-20,Bigetron Player Kill,Saints Indo 2,Bigetron Player Kill,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-008,2,2018-01-20,Bigetron Player Kill,Saints Indo 2,Bigetron Player Kill,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-009,1,2018-01-20,Team Rev Indo,Pandora Esports,NULL,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-009,2,2018-01-20,Team Rev Indo,Pandora Esports,NULL,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-010,1,2018-01-20,EVOS Esports,Elite 8 Critical Reborn,EVOS Esports,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-010,2,2018-01-20,EVOS Esports,Elite 8 Critical Reborn,EVOS Esports,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-011,1,2018-01-21,Louvre Esports,Bigetron Player Kill,Bigetron Player Kill,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-011,2,2018-01-21,Louvre Esports,Bigetron Player Kill,Bigetron Player Kill,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-012,1,2018-01-21,EVOS Esports,RRQ.O2,RRQ.O2,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-012,2,2018-01-21,EVOS Esports,RRQ.O2,RRQ.O2,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-013,1,2018-01-21,Elite 8 Critical Reborn,Team NXL,Elite 8 Critical Reborn,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-013,2,2018-01-21,Elite 8 Critical Reborn,Team NXL,Elite 8 Critical Reborn,NULL,https://www.kaorinusantara.or.id/newsline/104539/liputan-mobile-legends-professional-league-season-1-minggu-kedua
1,S1-RS-014,1,2018-01-27,Team NXL,Saints Indo 2,NULL,NULL,https://www.overclockingid.com/mobile-legends-bang-bang-professional-league-mpl-indonesia-season-1/
1,S1-RS-014,2,2018-01-27,Team NXL,Saints Indo 2,NULL,NULL,https://www.overclockingid.com/mobile-legends-bang-bang-professional-league-mpl-indonesia-season-1/
1,S1-RS-015,1,2018-01-27,Bigetron Player Kill,EVOS Esports,NULL,NULL,https://www.overclockingid.com/mobile-legends-bang-bang-professional-league-mpl-indonesia-season-1/
1,S1-RS-015,2,2018-01-27,Bigetron Player Kill,EVOS Esports,NULL,NULL,https://www.overclockingid.com/mobile-legends-bang-bang-professional-league-mpl-indonesia-season-1/
1,S1-RS-016,1,2018-01-27,Domino's Hunters,Louvre Esports,NULL,NULL,https://www.overclockingid.com/mobile-legends-bang-bang-professional-league-mpl-indonesia-season-1/
1,S1-RS-016,2,2018-01-27,Domino's Hunters,Louvre Esports,NULL,NULL,https://www.overclockingid.com/mobile-legends-bang-bang-professional-league-mpl-indonesia-season-1/
