season,team,player,role,status,source
1,Team NXL,G,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,Team NXL,LJ,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,Team NXL,MidGod,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,Team NXL,Rave,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,Team NXL,SLurp,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,Team NXL,Watt,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,EVOS Esports,Donkey,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,EVOS Esports,IOS,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,EVOS Esports,JessNoLimit,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,EVOS Esports,KneEr,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,EVOS Esports,Oreo,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,EVOS Esports,Oura,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,RRQ.O2,Banshee,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,RRQ.O2,Instinct,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,RRQ.O2,Lemon,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,RRQ.O2,Marsha,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,RRQ.O2,Tuturu,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,RRQ.O2,xBarierjr,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,Bigetron Player Kill,Coffeeguy,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,Bigetron Player Kill,Eiduart,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,Bigetron Player Kill,Emperor,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,Bigetron Player Kill,Fabiens,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
1,Bigetron Player Kill,Rekt,NULL,NULL,https://www.esportsearnings.com/tournaments/53507-mpl-indonesia-season-1
