season,team,player,role,status,source
6,Bigetron Alpha,Bravo,Offlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/btr | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Bigetron Alpha,DreamS,Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/btr | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Bigetron Alpha,Kyy,Tank/Support,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/btr | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Bigetron Alpha,Matt,Offlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/btr | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Bigetron Alpha,Maxx,Carry,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/btr | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Bigetron Alpha,Renbo,All role,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/btr | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Bigetron Alpha,Rippo,Offlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/btr | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Bigetron Alpha,Taka,All role,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/btr | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,ONIC Esports,Antimage,Offlane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/onic | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,ONIC Esports,Butsss,Offlane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/onic | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,ONIC Esports,CW,Marksman,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/onic | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,ONIC Esports,Drian,Side Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/onic | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,ONIC Esports,Psychoo,"Tank, Support",PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/onic | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,ONIC Esports,Rasy,Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/onic | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,ONIC Esports,SANZ,Marksman,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/onic | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,ONIC Esports,Sasa,Offlane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/onic | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Aerowolf Pro Team,Clayyy,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/gflx | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Aerowolf Pro Team,Ercan,Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/gflx | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Aerowolf Pro Team,Fredo,Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/gflx | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Aerowolf Pro Team,Groot,Tank/Support,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/gflx | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Aerowolf Pro Team,Marz,Mid,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/gflx | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Aerowolf Pro Team,Rezim,Offlaner/Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/gflx | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Aerowolf Pro Team,Rinazmi,Offlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/gflx | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Aerowolf Pro Team,Watt,Marksman,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/gflx | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,EVOS Legends,Bajan,Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/evos | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,EVOS Legends,Ckim,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/evos | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,EVOS Legends,Pendragon,Fighter,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/evos | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,EVOS Legends,Rekt,All-rounder,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/evos | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,EVOS Legends,Rexxy,Midlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/evos | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,EVOS Legends,Wannn,Midlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/evos | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Geek Fam ID,AyamJAGO,Mage Support,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/geek | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Geek Fam ID,Babywww,Hyper Carry,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/geek | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Geek Fam ID,Doyok,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/geek | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Geek Fam ID,Frzz,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/geek | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Geek Fam ID,Joker,Tank Support,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/geek | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Geek Fam ID,RenV,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/geek | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Geek Fam ID,Schwannn,Fighter,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/geek | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,AURA Fire,Darkness,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,AURA Fire,Fluffy,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,AURA Fire,High,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,AURA Fire,Khael,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,AURA Fire,Phoenix,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,AURA Fire,VaanStrong,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
