season,team,player,role,status,source
6,RRQ Hoshi,Alberttt,Midlanner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/rrq | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,RRQ Hoshi,Lemon,Midlaner/Sidelane/Offlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/rrq | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,RRQ Hoshi,Liam,Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/rrq | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,RRQ Hoshi,LJ,Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/rrq | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,RRQ Hoshi,R7,Offlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/rrq | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,RRQ Hoshi,VYN,Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/rrq | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,RRQ Hoshi,Wizzking,Midlaner/Sidelane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/rrq | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,RRQ Hoshi,Xinnn,MID SIDE,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/rrq | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Alter Ego,Ahmad,Assasin/MM,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/ae | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Alter Ego,Caesius,Tank/Support,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/ae | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Alter Ego,Celiboy,Mage/Assasin,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/ae | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Alter Ego,LeoMurphy,Tank/Support,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/ae | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Alter Ego,Pai,Assasin/MM,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/ae | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Alter Ego,Udil,Mage/Support,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/ae | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Alter Ego,Yam,Fighter/Assassin,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/ae | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
6,Bigetron Alpha,Branz,Marksman,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6 | https://id-mpl.com/s6/team/btr | https://www.esportsearnings.com/tournaments/51630-mpl-indonesia-season-6
