season,team_id,team_name,source
6,RRQ,RRQ Hoshi,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6
6,AE,Alter Ego,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6
6,BTR,Bigetron Alpha,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6
6,ONIC,ONIC Esports,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6
6,GFLX,Aerowolf Pro Team,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6
6,EVOS,EVOS Legends,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6
6,GEEK,Geek Fam ID,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6
6,AURA,AURA Fire,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6
