season,team,player,role,stat_scope,snapshot_label,snapshot_date,ranking,games_played,win_rate_pct,total_kills,avg_kills,total_deaths,avg_deaths,total_assists,avg_assists,avg_kda,kill_participation_pct,mvp_points,signature_hero,signature_hero_games,signature_hero_win_rate_pct,damage_taken_per_game,damage_taken_per_minute,coverage_status,source
6,Aerowolf Pro Team,Clayyy,,full_season_as_published,Official MPL career-history infographic after Season 9,2022-07-14,,36,53,104,,,,206,,2.6,,,,,,,,partial_players_official_infographic,https://www.hitekno.com/games/2022/07/14/172358/statistik-midlaner-di-mpl-indonesia-dari-evos-luminaire-hingga-rrq-clay
6,ONIC Esports,Drian,Side Lane,full_season_as_published,Official MPL career-history infographic after Season 9,2022-07-14,,42,60,99,,,,319,,3.8,,,,,,,,partial_players_official_infographic,https://www.hitekno.com/games/2022/07/14/172358/statistik-midlaner-di-mpl-indonesia-dari-evos-luminaire-hingga-rrq-clay
6,RRQ Hoshi,R7,Offlaner,full_season_as_published,Official MPL career-history infographic after Season 9,2022-07-19,,43,72,134,,,,,,3.2,,,,,,,557,partial_players_official_infographic,https://www.suara.com/tekno/2022/07/19/160506/statistik-para-offlaner-di-mpl-indonesia-pemain-ini-cetak-kill-tinggi
6,Alter Ego,Udil,Mage/Support,full_season_as_published,Official MPL career-history infographic after Season 9,2022-07-14,,41,76,127,,,,320,,4.9,,,,,,,,partial_players_official_infographic,https://www.hitekno.com/games/2022/07/14/172358/statistik-midlaner-di-mpl-indonesia-dari-evos-luminaire-hingga-rrq-clay
