season,match_id,game_number,date,team_a,team_b,winner,duration_minutes,source
17,S17-RS-005,2,2026-03-28,Team Liquid ID,NAVI,NULL,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-005,3,2026-03-28,Team Liquid ID,NAVI,NULL,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-006,1,2026-03-29,Dewa United Esports,Bigetron by Vitality,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-006,2,2026-03-29,Dewa United Esports,Bigetron by Vitality,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-007,1,2026-03-29,EVOS,Team Liquid ID,Team Liquid ID,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-007,2,2026-03-29,EVOS,Team Liquid ID,Team Liquid ID,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-008,1,2026-03-29,RRQ Hoshi,ONIC,ONIC,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-008,2,2026-03-29,RRQ Hoshi,ONIC,ONIC,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-009,1,2026-04-03,ONIC,Geek Fam,ONIC,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-009,2,2026-04-03,ONIC,Geek Fam,ONIC,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-010,1,2026-04-03,Dewa United Esports,NAVI,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-010,2,2026-04-03,Dewa United Esports,NAVI,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-011,1,2026-04-04,Geek Fam,Bigetron by Vitality,Geek Fam,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-011,2,2026-04-04,Geek Fam,Bigetron by Vitality,Geek Fam,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-012,1,2026-04-04,Alter Ego Esports,EVOS,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-012,2,2026-04-04,Alter Ego Esports,EVOS,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-012,3,2026-04-04,Alter Ego Esports,EVOS,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-013,1,2026-04-04,Team Liquid ID,Dewa United Esports,NULL,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-013,2,2026-04-04,Team Liquid ID,Dewa United Esports,NULL,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-013,3,2026-04-04,Team Liquid ID,Dewa United Esports,NULL,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-014,1,2026-04-05,NAVI,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-014,2,2026-04-05,NAVI,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-014,3,2026-04-05,NAVI,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-015,1,2026-04-05,RRQ Hoshi,Team Liquid ID,Team Liquid ID,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-015,2,2026-04-05,RRQ Hoshi,Team Liquid ID,Team Liquid ID,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-016,1,2026-04-05,Bigetron by Vitality,EVOS,NULL,NULL,https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-016,2,2026-04-05,Bigetron by Vitality,EVOS,NULL,NULL,https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-016,3,2026-04-05,Bigetron by Vitality,EVOS,NULL,NULL,https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-017,1,2026-04-10,ONIC,Dewa United Esports,NULL,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-017,2,2026-04-10,ONIC,Dewa United Esports,NULL,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-017,3,2026-04-10,ONIC,Dewa United Esports,NULL,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-018,1,2026-04-10,NAVI,EVOS,EVOS,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-018,2,2026-04-10,NAVI,EVOS,EVOS,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-019,1,2026-04-11,Team Liquid ID,Geek Fam,Geek Fam,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-019,2,2026-04-11,Team Liquid ID,Geek Fam,Geek Fam,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-020,1,2026-04-11,ONIC,Bigetron by Vitality,NULL,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-020,2,2026-04-11,ONIC,Bigetron by Vitality,NULL,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-020,3,2026-04-11,ONIC,Bigetron by Vitality,NULL,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-021,1,2026-04-11,RRQ Hoshi,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-021,2,2026-04-11,RRQ Hoshi,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-021,3,2026-04-11,RRQ Hoshi,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-022,1,2026-04-12,Bigetron by Vitality,NAVI,NULL,NULL,https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-022,2,2026-04-12,Bigetron by Vitality,NAVI,NULL,NULL,https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-022,3,2026-04-12,Bigetron by Vitality,NAVI,NULL,NULL,https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-023,1,2026-04-12,Geek Fam,RRQ Hoshi,NULL,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-023,2,2026-04-12,Geek Fam,RRQ Hoshi,NULL,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-023,3,2026-04-12,Geek Fam,RRQ Hoshi,NULL,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-024,1,2026-04-12,Alter Ego Esports,Dewa United Esports,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-024,2,2026-04-12,Alter Ego Esports,Dewa United Esports,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-025,1,2026-04-17,NAVI,ONIC,ONIC,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-025,2,2026-04-17,NAVI,ONIC,ONIC,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-026,1,2026-04-17,EVOS,Dewa United Esports,EVOS,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-026,2,2026-04-17,EVOS,Dewa United Esports,EVOS,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-027,1,2026-04-18,Team Liquid ID,Bigetron by Vitality,NULL,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-027,2,2026-04-18,Team Liquid ID,Bigetron by Vitality,NULL,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-027,3,2026-04-18,Team Liquid ID,Bigetron by Vitality,NULL,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-028,1,2026-04-18,RRQ Hoshi,EVOS,EVOS,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-028,2,2026-04-18,RRQ Hoshi,EVOS,EVOS,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-029,1,2026-04-18,Geek Fam,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-029,2,2026-04-18,Geek Fam,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-029,3,2026-04-18,Geek Fam,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-030,1,2026-04-19,ONIC,Team Liquid ID,ONIC,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-030,2,2026-04-19,ONIC,Team Liquid ID,ONIC,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-031,1,2026-04-19,Bigetron by Vitality,RRQ Hoshi,NULL,NULL,https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-031,2,2026-04-19,Bigetron by Vitality,RRQ Hoshi,NULL,NULL,https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-031,3,2026-04-19,Bigetron by Vitality,RRQ Hoshi,NULL,NULL,https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-032,1,2026-04-19,Dewa United Esports,Geek Fam,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-032,2,2026-04-19,Dewa United Esports,Geek Fam,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-033,1,2026-04-24,Geek Fam,NAVI,NAVI,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-033,2,2026-04-24,Geek Fam,NAVI,NAVI,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-034,1,2026-04-24,EVOS,ONIC,ONIC,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-034,2,2026-04-24,EVOS,ONIC,ONIC,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-035,1,2026-04-25,Dewa United Esports,RRQ Hoshi,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-035,2,2026-04-25,Dewa United Esports,RRQ Hoshi,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-036,1,2026-04-25,Alter Ego Esports,Team Liquid ID,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-036,2,2026-04-25,Alter Ego Esports,Team Liquid ID,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-036,3,2026-04-25,Alter Ego Esports,Team Liquid ID,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-037,1,2026-04-25,EVOS,Bigetron by Vitality,Bigetron by Vitality,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-037,2,2026-04-25,EVOS,Bigetron by Vitality,Bigetron by Vitality,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-038,1,2026-04-26,Alter Ego Esports,NAVI,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-038,2,2026-04-26,Alter Ego Esports,NAVI,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-038,3,2026-04-26,Alter Ego Esports,NAVI,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-039,1,2026-04-26,Geek Fam,ONIC,NULL,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-039,2,2026-04-26,Geek Fam,ONIC,NULL,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-039,3,2026-04-26,Geek Fam,ONIC,NULL,NULL,https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-040,1,2026-04-26,Dewa United Esports,Team Liquid ID,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-040,2,2026-04-26,Dewa United Esports,Team Liquid ID,Dewa United Esports,NULL,https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-041,1,2026-05-01,NAVI,Dewa United Esports,NULL,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-041,2,2026-05-01,NAVI,Dewa United Esports,NULL,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-041,3,2026-05-01,NAVI,Dewa United Esports,NULL,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-042,1,2026-05-01,Alter Ego Esports,Geek Fam,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-042,2,2026-05-01,Alter Ego Esports,Geek Fam,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-042,3,2026-05-01,Alter Ego Esports,Geek Fam,NULL,NULL,https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-043,1,2026-05-02,EVOS,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-043,2,2026-05-02,EVOS,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-043,3,2026-05-02,EVOS,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-044,1,2026-05-02,Team Liquid ID,ONIC,ONIC,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-044,2,2026-05-02,Team Liquid ID,ONIC,ONIC,NULL,https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-045,1,2026-05-02,RRQ Hoshi,Bigetron by Vitality,RRQ Hoshi,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-045,2,2026-05-02,RRQ Hoshi,Bigetron by Vitality,RRQ Hoshi,NULL,https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-046,1,2026-05-03,NAVI,Team Liquid ID,NULL,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-046,2,2026-05-03,NAVI,Team Liquid ID,NULL,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-046,3,2026-05-03,NAVI,Team Liquid ID,NULL,NULL,https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
17,S17-RS-047,1,2026-05-03,ONIC,RRQ Hoshi,ONIC,NULL,https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17/Statistics
