season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
17,Regular Season,3,2026-04-10,S17-RS-018,NAVI,EVOS,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,3,2026-04-11,S17-RS-019,Team Liquid ID,Geek Fam,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,3,2026-04-11,S17-RS-020,ONIC,Bigetron by Vitality,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,3,2026-04-11,S17-RS-021,RRQ Hoshi,Alter Ego Esports,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,3,2026-04-12,S17-RS-022,Bigetron by Vitality,NAVI,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,3,2026-04-12,S17-RS-023,Geek Fam,RRQ Hoshi,2,1,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,3,2026-04-12,S17-RS-024,Alter Ego Esports,Dewa United Esports,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,4,2026-04-17,S17-RS-025,NAVI,ONIC,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,4,2026-04-17,S17-RS-026,EVOS,Dewa United Esports,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,4,2026-04-18,S17-RS-027,Team Liquid ID,Bigetron by Vitality,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,4,2026-04-18,S17-RS-028,RRQ Hoshi,EVOS,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,4,2026-04-18,S17-RS-029,Geek Fam,Alter Ego Esports,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,4,2026-04-19,S17-RS-030,ONIC,Team Liquid ID,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,4,2026-04-19,S17-RS-031,Bigetron by Vitality,RRQ Hoshi,2,1,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,4,2026-04-19,S17-RS-032,Dewa United Esports,Geek Fam,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,5,2026-04-24,S17-RS-033,Geek Fam,NAVI,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,5,2026-04-24,S17-RS-034,EVOS,ONIC,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,5,2026-04-25,S17-RS-035,Dewa United Esports,RRQ Hoshi,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,5,2026-04-25,S17-RS-036,Alter Ego Esports,Team Liquid ID,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,5,2026-04-25,S17-RS-037,EVOS,Bigetron by Vitality,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,5,2026-04-26,S17-RS-038,Alter Ego Esports,NAVI,2,1,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,5,2026-04-26,S17-RS-039,Geek Fam,ONIC,2,1,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,5,2026-04-26,S17-RS-040,Dewa United Esports,Team Liquid ID,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,6,2026-05-01,S17-RS-041,NAVI,Dewa United Esports,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,6,2026-05-01,S17-RS-042,Alter Ego Esports,Geek Fam,2,1,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,6,2026-05-02,S17-RS-043,EVOS,Alter Ego Esports,2,1,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,6,2026-05-02,S17-RS-044,Team Liquid ID,ONIC,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,6,2026-05-02,S17-RS-045,RRQ Hoshi,Bigetron by Vitality,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,6,2026-05-03,S17-RS-046,NAVI,Team Liquid ID,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,6,2026-05-03,S17-RS-047,ONIC,RRQ Hoshi,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,6,2026-05-03,S17-RS-048,Geek Fam,EVOS,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,7,2026-05-08,S17-RS-049,Geek Fam,Dewa United Esports,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,7,2026-05-08,S17-RS-050,Bigetron by Vitality,Team Liquid ID,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,7,2026-05-09,S17-RS-051,Dewa United Esports,Alter Ego Esports,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,7,2026-05-09,S17-RS-052,EVOS,RRQ Hoshi,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,7,2026-05-09,S17-RS-053,ONIC,NAVI,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,7,2026-05-10,S17-RS-054,RRQ Hoshi,Geek Fam,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,7,2026-05-10,S17-RS-055,NAVI,Bigetron by Vitality,2,1,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,7,2026-05-10,S17-RS-056,Team Liquid ID,EVOS,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,8,2026-05-15,S17-RS-057,Bigetron by Vitality,Geek Fam,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,8,2026-05-15,S17-RS-058,Dewa United Esports,ONIC,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,8,2026-05-16,S17-RS-059,EVOS,NAVI,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/evos | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,8,2026-05-16,S17-RS-060,Team Liquid ID,RRQ Hoshi,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,8,2026-05-16,S17-RS-061,ONIC,Alter Ego Esports,2,1,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,8,2026-05-17,S17-RS-062,Dewa United Esports,EVOS,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,8,2026-05-17,S17-RS-063,Alter Ego Esports,Bigetron by Vitality,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,8,2026-05-17,S17-RS-064,RRQ Hoshi,NAVI,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,9,2026-05-22,S17-RS-065,Bigetron by Vitality,Dewa United Esports,2,1,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,9,2026-05-22,S17-RS-066,Team Liquid ID,Alter Ego Esports,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,9,2026-05-23,S17-RS-067,Geek Fam,Team Liquid ID,0,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,9,2026-05-23,S17-RS-068,Alter Ego Esports,RRQ Hoshi,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/ae | https://id-mpl.com/s17/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,9,2026-05-23,S17-RS-069,Bigetron by Vitality,ONIC,2,1,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,9,2026-05-24,S17-RS-070,RRQ Hoshi,Dewa United Esports,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/rrq | https://id-mpl.com/s17/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,9,2026-05-24,S17-RS-071,ONIC,EVOS,2,0,team_a,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Regular Season,9,2026-05-24,S17-RS-072,NAVI,Geek Fam,1,2,team_b,3,NULL,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/navi | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Playoffs,NULL,2026-06-10,S17-PO-001,Dewa United Esports,Geek Fam,0,3,team_b,5,Play-Ins,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/dewa | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Playoffs,NULL,2026-06-10,S17-PO-002,Bigetron by Vitality,EVOS,3,1,team_a,5,Play-Ins,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/btr | https://id-mpl.com/s17/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Playoffs,NULL,2026-06-11,S17-PO-003,Team Liquid ID,Geek Fam,1,3,team_b,5,Upper Bracket Semifinal,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Playoffs,NULL,2026-06-11,S17-PO-004,ONIC,Bigetron by Vitality,3,1,team_a,5,Upper Bracket Semifinal,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Playoffs,NULL,2026-06-12,S17-PO-005,Team Liquid ID,Bigetron by Vitality,0,3,team_b,5,Lower Bracket Semifinal,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/tlid | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Playoffs,NULL,2026-06-12,S17-PO-006,Geek Fam,ONIC,0,3,team_b,5,Upper Bracket Final,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Playoffs,NULL,2026-06-13,S17-PO-007,Geek Fam,Bigetron by Vitality,1,4,team_b,7,Lower Bracket Final,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/geek | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
17,Playoffs,NULL,2026-06-14,S17-PO-008,ONIC,Bigetron by Vitality,1,4,team_b,7,Grand Final,https://id-mpl.com/s17/en/history | https://id-mpl.com/s17/en/team/onic | https://id-mpl.com/s17/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_17
