season,team,final_rank,champion,runner_up,source
9,RRQ Hoshi,1,1,0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9 | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://www.esportsearnings.com/tournaments/52163-mpl-indonesia-season-9
9,ONIC Esports,2,0,1,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9 | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://www.esportsearnings.com/tournaments/52163-mpl-indonesia-season-9
9,AURA Fire,3,0,0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9 | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://www.esportsearnings.com/tournaments/52163-mpl-indonesia-season-9
9,EVOS Legends,4,0,0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9 | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://www.esportsearnings.com/tournaments/52163-mpl-indonesia-season-9
9,Alter Ego,5-6,0,0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9 | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://www.esportsearnings.com/tournaments/52163-mpl-indonesia-season-9
9,Bigetron Alpha,5-6,0,0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9 | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://www.esportsearnings.com/tournaments/52163-mpl-indonesia-season-9
9,Rebellion Zion,7,0,0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9 | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://www.esportsearnings.com/tournaments/52163-mpl-indonesia-season-9
9,Geek Fam ID,8,0,0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9 | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://www.esportsearnings.com/tournaments/52163-mpl-indonesia-season-9
