season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
9,Regular Season,4,2022-03-13,S9-RS-027,Rebellion Zion,EVOS Legends,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,4,2022-03-13,S9-RS-028,Alter Ego,ONIC Esports,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,5,2022-03-18,S9-RS-029,AURA Fire,EVOS Legends,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,5,2022-03-18,S9-RS-030,RRQ Hoshi,Bigetron Alpha,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,5,2022-03-19,S9-RS-031,Geek Fam ID,Alter Ego,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,5,2022-03-19,S9-RS-032,Bigetron Alpha,Rebellion Zion,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,5,2022-03-19,S9-RS-033,RRQ Hoshi,ONIC Esports,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,5,2022-03-20,S9-RS-034,Rebellion Zion,Alter Ego,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,5,2022-03-20,S9-RS-035,ONIC Esports,AURA Fire,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,6,2022-03-25,S9-RS-036,Rebellion Zion,ONIC Esports,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,6,2022-03-25,S9-RS-037,Alter Ego,EVOS Legends,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,6,2022-03-26,S9-RS-038,RRQ Hoshi,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,6,2022-03-26,S9-RS-039,AURA Fire,Bigetron Alpha,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,6,2022-03-26,S9-RS-040,EVOS Legends,Rebellion Zion,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,6,2022-03-27,S9-RS-041,Bigetron Alpha,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,6,2022-03-27,S9-RS-042,RRQ Hoshi,AURA Fire,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,7,2022-04-01,S9-RS-043,Alter Ego,Bigetron Alpha,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,7,2022-04-01,S9-RS-044,Geek Fam ID,AURA Fire,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,7,2022-04-02,S9-RS-045,Bigetron Alpha,ONIC Esports,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,7,2022-04-02,S9-RS-046,EVOS Legends,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,7,2022-04-02,S9-RS-047,RRQ Hoshi,Alter Ego,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,7,2022-04-03,S9-RS-048,Rebellion Zion,RRQ Hoshi,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,7,2022-04-03,S9-RS-049,ONIC Esports,EVOS Legends,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,8,2022-04-08,S9-RS-050,Alter Ego,AURA Fire,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,8,2022-04-08,S9-RS-051,EVOS Legends,Bigetron Alpha,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,8,2022-04-09,S9-RS-052,ONIC Esports,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,8,2022-04-09,S9-RS-053,AURA Fire,Rebellion Zion,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,8,2022-04-09,S9-RS-054,EVOS Legends,RRQ Hoshi,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,8,2022-04-10,S9-RS-055,Rebellion Zion,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Regular Season,8,2022-04-10,S9-RS-056,ONIC Esports,Alter Ego,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,Playoffs,NULL,2022-04-21,S9-PO-001,AURA Fire,Bigetron Alpha,3,2,team_a,5,Round 1 (Play-Ins),https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://id-mpl.com/s9/team/btr
9,Playoffs,NULL,2022-04-21,S9-PO-002,EVOS Legends,Alter Ego,3,2,team_a,5,Round 1 (Play-Ins),https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://id-mpl.com/s9/team/evos
9,Playoffs,NULL,2022-04-22,S9-PO-003,ONIC Esports,AURA Fire,3,1,team_a,5,Upper Bracket Semifinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://id-mpl.com/s9/team/onic
9,Playoffs,NULL,2022-04-22,S9-PO-004,RRQ Hoshi,EVOS Legends,3,2,team_a,5,Upper Bracket Semifinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://id-mpl.com/s9/team/rrq
9,Playoffs,NULL,2022-04-23,S9-PO-005,AURA Fire,EVOS Legends,3,1,team_a,5,Lower Bracket Semifinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://id-mpl.com/s9/team/evos
9,Playoffs,NULL,2022-04-23,S9-PO-006,ONIC Esports,RRQ Hoshi,2,3,team_b,5,Upper Bracket Final,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://id-mpl.com/s9/team/onic
9,Playoffs,NULL,2022-04-24,S9-PO-007,AURA Fire,ONIC Esports,2,3,team_b,5,Lower Bracket Final,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://id-mpl.com/s9/team/onic
9,Playoffs,NULL,2022-04-24,S9-PO-008,RRQ Hoshi,ONIC Esports,4,1,team_a,7,Grand Final,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Playoffs | https://id-mpl.com/s9/team/rrq
