season,match_id,game_number,date,team_a,team_b,winner,duration_minutes,source
9,S9-RS-001,1,2022-02-18,Geek Fam ID,RRQ Hoshi,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-001,2,2022-02-18,Geek Fam ID,RRQ Hoshi,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-002,1,2022-02-18,Rebellion Zion,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-002,2,2022-02-18,Rebellion Zion,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-002,3,2022-02-18,Rebellion Zion,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-003,1,2022-02-19,Alter Ego,Geek Fam ID,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-003,2,2022-02-19,Alter Ego,Geek Fam ID,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-004,1,2022-02-19,ONIC Esports,Rebellion Zion,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-004,2,2022-02-19,ONIC Esports,Rebellion Zion,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-005,1,2022-02-19,Bigetron Alpha,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-005,2,2022-02-19,Bigetron Alpha,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-005,3,2022-02-19,Bigetron Alpha,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-006,1,2022-02-20,Alter Ego,RRQ Hoshi,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-006,2,2022-02-20,Alter Ego,RRQ Hoshi,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-007,1,2022-02-20,EVOS Legends,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-007,2,2022-02-20,EVOS Legends,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-007,3,2022-02-20,EVOS Legends,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-008,1,2022-02-25,AURA Fire,ONIC Esports,AURA Fire,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
9,S9-RS-008,2,2022-02-25,AURA Fire,ONIC Esports,AURA Fire,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_9/Regular_Season | https://id-mpl.com/s9/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-9-schedule-results/
