season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
2,Regular Season,6,2018-10-19,S2-RS-039,RRQ.O2,Saints Indo,2,1,team_a,3,NULL,https://www.overclockingid.com/hasil-mpl-regular-season-2/
2,Regular Season,6,2018-10-20,S2-RS-040,Aerowolf Roxy,Bigetron Esports,2,0,team_a,3,NULL,https://www.overclockingid.com/hasil-mpl-regular-season-2/
2,Regular Season,6,2018-10-20,S2-RS-041,Louvre Esports,ONIC Esports,0,2,team_b,3,NULL,https://www.overclockingid.com/hasil-mpl-regular-season-2/
2,Regular Season,6,2018-10-20,S2-RS-042,Boom JR,EVOS Esports,0,2,team_b,3,NULL,https://www.overclockingid.com/hasil-mpl-regular-season-2/
2,Regular Season,6,2018-10-21,S2-RS-043,SFI Esports,Boom JR,2,1,team_a,3,NULL,https://www.overclockingid.com/hasil-mpl-regular-season-2/
2,Regular Season,6,2018-10-21,S2-RS-044,Team Capcorn,Aerowolf Roxy,0,2,team_b,3,NULL,https://www.overclockingid.com/hasil-mpl-regular-season-2/
2,Regular Season,6,2018-10-21,S2-RS-045,ONIC Esports,Saints Indo,2,0,team_a,3,NULL,https://www.overclockingid.com/hasil-mpl-regular-season-2/
2,Playoffs,NULL,2018-11-17,S2-PO-001,EVOS Esports,ONIC Esports,2,0,team_a,3,Upper Bracket Semifinals,https://kincir.com/game/mobile-game/rekap-hari-pertama-grand-final-mpl-season-2-97xundo7x7oh/
2,Playoffs,NULL,2018-11-17,S2-PO-002,Aerowolf Roxy,RRQ.O2,1,2,team_b,3,Upper Bracket Semifinals,https://kincir.com/game/mobile-game/rekap-hari-pertama-grand-final-mpl-season-2-97xundo7x7oh/
2,Playoffs,NULL,2018-11-17,S2-PO-003,Louvre Esports,SFI Esports,2,0,team_a,3,Lower Bracket Round 1,https://kincir.com/game/mobile-game/rekap-hari-pertama-grand-final-mpl-season-2-97xundo7x7oh/
2,Playoffs,NULL,2018-11-17,S2-PO-004,Saints Indo,Bigetron Esports,2,0,team_a,3,Lower Bracket Round 1,https://kincir.com/game/mobile-game/rekap-hari-pertama-grand-final-mpl-season-2-97xundo7x7oh/
2,Playoffs,NULL,2018-11-17,S2-PO-005,Aerowolf Roxy,Louvre Esports,0,2,team_b,3,Lower Bracket Quarterfinals,https://kincir.com/game/mobile-game/rekap-hari-pertama-grand-final-mpl-season-2-97xundo7x7oh/
2,Playoffs,NULL,2018-11-18,S2-PO-006,Saints Indo,ONIC Esports,1,2,team_b,3,Lower Bracket Quarterfinals,https://kincir.com/game/mobile-game/rekap-hari-2-grand-final-mpl-season-2-8gzryzb4nwkn/
2,Playoffs,NULL,2018-11-18,S2-PO-007,EVOS Esports,RRQ.O2,1,2,team_b,3,Upper Bracket Final,https://kincir.com/game/mobile-game/rekap-hari-2-grand-final-mpl-season-2-8gzryzb4nwkn/
2,Playoffs,NULL,2018-11-18,S2-PO-008,Louvre Esports,ONIC Esports,1,2,team_b,3,Lower Bracket Semifinals,https://kincir.com/game/mobile-game/rekap-hari-2-grand-final-mpl-season-2-8gzryzb4nwkn/
2,Playoffs,NULL,2018-11-18,S2-PO-009,ONIC Esports,EVOS Esports,1,2,team_b,3,Lower Bracket Final,https://kincir.com/game/mobile-game/rekap-hari-2-grand-final-mpl-season-2-8gzryzb4nwkn/
2,Playoffs,NULL,2018-11-18,S2-PO-010,RRQ.O2,EVOS Esports,3,0,team_a,5,Grand Final,https://kincir.com/game/mobile-game/rekap-hari-2-grand-final-mpl-season-2-8gzryzb4nwkn/
