season,match_id,game_number,team,action,order,hero,source
7,S7-RS-001,1,Aerowolf Pro Team,pick,1,Yi Sun-Shin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://github.com/LiTianYeoh/MLBB_Tournament_Analysis/blob/94ea36800e80c9e89a2356a0b81d3eeafbd6a4f7/analysis/data/consolidated_game_data_20240505.csv
7,S7-RS-001,1,Aerowolf Pro Team,pick,2,Luo Yi,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://github.com/LiTianYeoh/MLBB_Tournament_Analysis/blob/94ea36800e80c9e89a2356a0b81d3eeafbd6a4f7/analysis/data/consolidated_game_data_20240505.csv
7,S7-RS-001,1,Aerowolf Pro Team,pick,3,Tigreal,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://github.com/LiTianYeoh/MLBB_Tournament_Analysis/blob/94ea36800e80c9e89a2356a0b81d3eeafbd6a4f7/analysis/data/consolidated_game_data_20240505.csv
7,S7-RS-001,1,Aerowolf Pro Team,pick,4,Benedetta,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://github.com/LiTianYeoh/MLBB_Tournament_Analysis/blob/94ea36800e80c9e89a2356a0b81d3eeafbd6a4f7/analysis/data/consolidated_game_data_20240505.csv
7,S7-RS-001,1,Aerowolf Pro Team,pick,5,Lapu-Lapu,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://github.com/LiTianYeoh/MLBB_Tournament_Analysis/blob/94ea36800e80c9e89a2356a0b81d3eeafbd6a4f7/analysis/data/consolidated_game_data_20240505.csv
7,S7-RS-001,1,Bigetron Alpha,pick,1,Hayabusa,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://github.com/LiTianYeoh/MLBB_Tournament_Analysis/blob/94ea36800e80c9e89a2356a0b81d3eeafbd6a4f7/analysis/data/consolidated_game_data_20240505.csv
7,S7-RS-001,1,Bigetron Alpha,pick,2,Chou,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://github.com/LiTianYeoh/MLBB_Tournament_Analysis/blob/94ea36800e80c9e89a2356a0b81d3eeafbd6a4f7/analysis/data/consolidated_game_data_20240505.csv
7,S7-RS-001,1,Bigetron Alpha,pick,3,Silvanna,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://github.com/LiTianYeoh/MLBB_Tournament_Analysis/blob/94ea36800e80c9e89a2356a0b81d3eeafbd6a4f7/analysis/data/consolidated_game_data_20240505.csv
7,S7-RS-001,1,Bigetron Alpha,pick,4,Jawhead,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://github.com/LiTianYeoh/MLBB_Tournament_Analysis/blob/94ea36800e80c9e89a2356a0b81d3eeafbd6a4f7/analysis/data/consolidated_game_data_20240505.csv
7,S7-RS-001,1,Bigetron Alpha,pick,5,Harley,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://github.com/LiTianYeoh/MLBB_Tournament_Analysis/blob/94ea36800e80c9e89a2356a0b81d3eeafbd6a4f7/analysis/data/consolidated_game_data_20240505.csv
