season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
7,Regular Season,1,2021-02-26,S7-RS-001,Aerowolf Pro Team,Bigetron Alpha,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/gflx
7,Regular Season,1,2021-02-26,S7-RS-002,Geek Fam ID,RRQ Hoshi,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,Regular Season,1,2021-02-27,S7-RS-003,ONIC Esports,Aerowolf Pro Team,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,Regular Season,1,2021-02-27,S7-RS-004,Bigetron Alpha,EVOS Legends,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,Regular Season,1,2021-02-27,S7-RS-005,Alter Ego,RRQ Hoshi,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,Regular Season,1,2021-02-28,S7-RS-006,EVOS Legends,AURA Fire,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/evos
7,Regular Season,1,2021-02-28,S7-RS-007,Alter Ego,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,Regular Season,2,2021-03-05,S7-RS-008,Alter Ego,Aerowolf Pro Team,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,Regular Season,2,2021-03-05,S7-RS-009,AURA Fire,ONIC Esports,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,Regular Season,2,2021-03-06,S7-RS-010,Bigetron Alpha,AURA Fire,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,Regular Season,2,2021-03-06,S7-RS-011,Geek Fam ID,EVOS Legends,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,Regular Season,2,2021-03-06,S7-RS-012,ONIC Esports,RRQ Hoshi,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,Regular Season,2,2021-03-07,S7-RS-013,Bigetron Alpha,RRQ Hoshi,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,Regular Season,2,2021-03-07,S7-RS-014,Geek Fam ID,Aerowolf Pro Team,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,Regular Season,3,2021-03-12,S7-RS-015,AURA Fire,Alter Ego,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,Regular Season,3,2021-03-12,S7-RS-016,EVOS Legends,ONIC Esports,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/evos
