season,team,player,role,status,source
7,EVOS Legends,Antimage,All-rounder,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7 | https://id-mpl.com/s7/team/evos | https://www.esportsearnings.com/tournaments/51526-mpl-indonesia-season-7 | https://www.oneesports.gg/mobile-legends/complete-rosters-for-every-team-competing-in-mpl-indonesia-season-7/
7,EVOS Legends,Clover,"Tank, Support",PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7 | https://id-mpl.com/s7/team/evos | https://www.esportsearnings.com/tournaments/51526-mpl-indonesia-season-7 | https://www.oneesports.gg/mobile-legends/complete-rosters-for-every-team-competing-in-mpl-indonesia-season-7/
7,EVOS Legends,Darkness,All-rounder,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7 | https://id-mpl.com/s7/team/evos | https://www.esportsearnings.com/tournaments/51526-mpl-indonesia-season-7 | https://www.oneesports.gg/mobile-legends/complete-rosters-for-every-team-competing-in-mpl-indonesia-season-7/
7,EVOS Legends,Ferxiic,Core,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7 | https://id-mpl.com/s7/team/evos | https://www.esportsearnings.com/tournaments/51526-mpl-indonesia-season-7 | https://www.oneesports.gg/mobile-legends/complete-rosters-for-every-team-competing-in-mpl-indonesia-season-7/
7,EVOS Legends,LJ,"Tank, Support",PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7 | https://id-mpl.com/s7/team/evos | https://www.esportsearnings.com/tournaments/51526-mpl-indonesia-season-7 | https://www.oneesports.gg/mobile-legends/complete-rosters-for-every-team-competing-in-mpl-indonesia-season-7/
7,EVOS Legends,Luminaire,"Tank, Support",PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7 | https://id-mpl.com/s7/team/evos | https://www.esportsearnings.com/tournaments/51526-mpl-indonesia-season-7 | https://www.oneesports.gg/mobile-legends/complete-rosters-for-every-team-competing-in-mpl-indonesia-season-7/
7,EVOS Legends,Rekt,All-rounder,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7 | https://id-mpl.com/s7/team/evos | https://www.esportsearnings.com/tournaments/51526-mpl-indonesia-season-7 | https://www.oneesports.gg/mobile-legends/complete-rosters-for-every-team-competing-in-mpl-indonesia-season-7/
7,EVOS Legends,Wannn,Midlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7 | https://id-mpl.com/s7/team/evos | https://www.esportsearnings.com/tournaments/51526-mpl-indonesia-season-7 | https://www.oneesports.gg/mobile-legends/complete-rosters-for-every-team-competing-in-mpl-indonesia-season-7/
7,Bigetron Alpha,Branz,Marksman,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7 | https://id-mpl.com/s7/team/btr | https://www.esportsearnings.com/tournaments/51526-mpl-indonesia-season-7 | https://www.oneesports.gg/mobile-legends/complete-rosters-for-every-team-competing-in-mpl-indonesia-season-7/
7,Bigetron Alpha,DreamS,Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7 | https://id-mpl.com/s7/team/btr | https://www.esportsearnings.com/tournaments/51526-mpl-indonesia-season-7 | https://www.oneesports.gg/mobile-legends/complete-rosters-for-every-team-competing-in-mpl-indonesia-season-7/
