season,match_id,game_number,date,team_a,team_b,winner,duration_minutes,source
7,S7-RS-001,1,2021-02-26,Aerowolf Pro Team,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/gflx
7,S7-RS-001,2,2021-02-26,Aerowolf Pro Team,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/gflx
7,S7-RS-001,3,2021-02-26,Aerowolf Pro Team,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/gflx
7,S7-RS-002,1,2021-02-26,Geek Fam ID,RRQ Hoshi,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-002,2,2021-02-26,Geek Fam ID,RRQ Hoshi,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-002,3,2021-02-26,Geek Fam ID,RRQ Hoshi,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-003,1,2021-02-27,ONIC Esports,Aerowolf Pro Team,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,S7-RS-003,2,2021-02-27,ONIC Esports,Aerowolf Pro Team,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,S7-RS-003,3,2021-02-27,ONIC Esports,Aerowolf Pro Team,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,S7-RS-004,1,2021-02-27,Bigetron Alpha,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-004,2,2021-02-27,Bigetron Alpha,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-004,3,2021-02-27,Bigetron Alpha,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-005,1,2021-02-27,Alter Ego,RRQ Hoshi,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,S7-RS-005,2,2021-02-27,Alter Ego,RRQ Hoshi,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,S7-RS-006,1,2021-02-28,EVOS Legends,AURA Fire,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/evos
7,S7-RS-006,2,2021-02-28,EVOS Legends,AURA Fire,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/evos
7,S7-RS-007,1,2021-02-28,Alter Ego,Geek Fam ID,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,S7-RS-007,2,2021-02-28,Alter Ego,Geek Fam ID,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,S7-RS-008,1,2021-03-05,Alter Ego,Aerowolf Pro Team,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,S7-RS-008,2,2021-03-05,Alter Ego,Aerowolf Pro Team,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,S7-RS-009,1,2021-03-05,AURA Fire,ONIC Esports,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,S7-RS-009,2,2021-03-05,AURA Fire,ONIC Esports,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,S7-RS-010,1,2021-03-06,Bigetron Alpha,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-010,2,2021-03-06,Bigetron Alpha,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-010,3,2021-03-06,Bigetron Alpha,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-011,1,2021-03-06,Geek Fam ID,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-011,2,2021-03-06,Geek Fam ID,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-011,3,2021-03-06,Geek Fam ID,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-012,1,2021-03-06,ONIC Esports,RRQ Hoshi,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,S7-RS-012,2,2021-03-06,ONIC Esports,RRQ Hoshi,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,S7-RS-013,1,2021-03-07,Bigetron Alpha,RRQ Hoshi,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-013,2,2021-03-07,Bigetron Alpha,RRQ Hoshi,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-014,1,2021-03-07,Geek Fam ID,Aerowolf Pro Team,Geek Fam ID,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-014,2,2021-03-07,Geek Fam ID,Aerowolf Pro Team,Geek Fam ID,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-015,1,2021-03-12,AURA Fire,Alter Ego,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,S7-RS-015,2,2021-03-12,AURA Fire,Alter Ego,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,S7-RS-016,1,2021-03-12,EVOS Legends,ONIC Esports,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/evos
7,S7-RS-016,2,2021-03-12,EVOS Legends,ONIC Esports,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/evos
7,S7-RS-017,1,2021-03-13,Aerowolf Pro Team,AURA Fire,Aerowolf Pro Team,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/gflx
7,S7-RS-017,2,2021-03-13,Aerowolf Pro Team,AURA Fire,Aerowolf Pro Team,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/gflx
7,S7-RS-018,1,2021-03-13,Bigetron Alpha,Alter Ego,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-018,2,2021-03-13,Bigetron Alpha,Alter Ego,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-019,1,2021-03-13,RRQ Hoshi,EVOS Legends,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/rrq
7,S7-RS-019,2,2021-03-13,RRQ Hoshi,EVOS Legends,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/rrq
7,S7-RS-020,1,2021-03-14,Geek Fam ID,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-020,2,2021-03-14,Geek Fam ID,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-020,3,2021-03-14,Geek Fam ID,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-021,1,2021-03-14,RRQ Hoshi,Aerowolf Pro Team,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/rrq
7,S7-RS-021,2,2021-03-14,RRQ Hoshi,Aerowolf Pro Team,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/rrq
7,S7-RS-021,3,2021-03-14,RRQ Hoshi,Aerowolf Pro Team,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/rrq
7,S7-RS-022,1,2021-03-19,AURA Fire,Geek Fam ID,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-022,2,2021-03-19,AURA Fire,Geek Fam ID,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-022,3,2021-03-19,AURA Fire,Geek Fam ID,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-023,1,2021-03-19,ONIC Esports,Bigetron Alpha,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,S7-RS-023,2,2021-03-19,ONIC Esports,Bigetron Alpha,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/onic
7,S7-RS-024,1,2021-03-20,Geek Fam ID,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-024,2,2021-03-20,Geek Fam ID,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-024,3,2021-03-20,Geek Fam ID,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-025,1,2021-03-20,AURA Fire,RRQ Hoshi,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/rrq
7,S7-RS-025,2,2021-03-20,AURA Fire,RRQ Hoshi,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/rrq
7,S7-RS-026,1,2021-03-20,EVOS Legends,Alter Ego,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/evos
7,S7-RS-026,2,2021-03-20,EVOS Legends,Alter Ego,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/evos
7,S7-RS-027,1,2021-03-21,Aerowolf Pro Team,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/gflx
7,S7-RS-027,2,2021-03-21,Aerowolf Pro Team,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/gflx
7,S7-RS-027,3,2021-03-21,Aerowolf Pro Team,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/gflx
7,S7-RS-028,1,2021-03-21,Alter Ego,ONIC Esports,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,S7-RS-028,2,2021-03-21,Alter Ego,ONIC Esports,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/ae
7,S7-RS-029,1,2021-03-26,Bigetron Alpha,Aerowolf Pro Team,Bigetron Alpha,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-029,2,2021-03-26,Bigetron Alpha,Aerowolf Pro Team,Bigetron Alpha,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/btr
7,S7-RS-030,1,2021-03-26,Geek Fam ID,Alter Ego,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
7,S7-RS-030,2,2021-03-26,Geek Fam ID,Alter Ego,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Regular_Season | https://id-mpl.com/s7/team/geek
