season,match_id,game_number,date,team_a,team_b,winner,duration_minutes,source
14,S14-RS-001,1,2024-08-09,Team Liquid ID,Fnatic ONIC,Fnatic ONIC,22,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-001,2,2024-08-09,Team Liquid ID,Fnatic ONIC,Fnatic ONIC,17,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-002,1,2024-08-09,Dewa United Esports,EVOS Glory,Dewa United Esports,13,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-002,2,2024-08-09,Dewa United Esports,EVOS Glory,EVOS Glory,16,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-002,3,2024-08-09,Dewa United Esports,EVOS Glory,Dewa United Esports,23,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-003,1,2024-08-10,Team Liquid ID,Bigetron Alpha,Bigetron Alpha,16,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-003,2,2024-08-10,Team Liquid ID,Bigetron Alpha,Bigetron Alpha,23,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-004,1,2024-08-10,RRQ Hoshi,EVOS Glory,RRQ Hoshi,14,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-004,2,2024-08-10,RRQ Hoshi,EVOS Glory,RRQ Hoshi,18,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-005,1,2024-08-10,Geek Fam,Alter Ego Esports,Geek Fam,11,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-005,2,2024-08-10,Geek Fam,Alter Ego Esports,Alter Ego Esports,18,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-005,3,2024-08-10,Geek Fam,Alter Ego Esports,Alter Ego Esports,14,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-006,1,2024-08-11,Rebellion Esports,Fnatic ONIC,Fnatic ONIC,14,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-006,2,2024-08-11,Rebellion Esports,Fnatic ONIC,Rebellion Esports,14,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-006,3,2024-08-11,Rebellion Esports,Fnatic ONIC,Fnatic ONIC,10,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-007,1,2024-08-11,RRQ Hoshi,Bigetron Alpha,Bigetron Alpha,13,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-007,2,2024-08-11,RRQ Hoshi,Bigetron Alpha,RRQ Hoshi,21,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
14,S14-RS-007,3,2024-08-11,RRQ Hoshi,Bigetron Alpha,Bigetron Alpha,11,https://huggingface.co/datasets/z4fL/mpl_s14_dataset/blob/main/mpl_id_s14.csv
