season,team,player,role,status,source
8,EVOS Legends,LJ,Tanker,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/evos | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,EVOS Legends,Luminaire,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/evos | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,EVOS Legends,Rekt,Tanker,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/evos | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,EVOS Legends,VaanStrong,Midlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/evos | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,EVOS Legends,Wannn,Midlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/evos | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Alter Ego,Ahmad,Goldlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/ae | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Alter Ego,Celiboy,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/ae | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Alter Ego,LeoMurphy,Tanker,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/ae | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Alter Ego,Nino,Goldlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/ae | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Alter Ego,Pai,Offlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/ae | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Alter Ego,Rasy,Tanker,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/ae | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Alter Ego,Udil,Midlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/ae | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,AURA Fire,FACEHUGGER,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,AURA Fire,Fluffy,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,AURA Fire,God1va,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,AURA Fire,High,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,AURA Fire,Kabuki,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,AURA Fire,Tezet,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,AURA Fire,Variety,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Bigetron Alpha,Barbossa,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/btr | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Bigetron Alpha,Bottle,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/btr | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Bigetron Alpha,Branz,Goldlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/btr | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Bigetron Alpha,Kyy,Support,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/btr | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Bigetron Alpha,Matt,Offlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/btr | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Bigetron Alpha,Renbo,All Role,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/btr | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Bigetron Alpha,Rippo,Offlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/btr | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Bigetron Alpha,Xorizo,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/btr | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Geek Fam ID,Dilan,Goldlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/geek | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Geek Fam ID,Frzz,Midlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/geek | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Geek Fam ID,Hanz,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/geek | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Geek Fam ID,RenV,Tanker,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/geek | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Geek Fam ID,Salman,Tanker,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/geek | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Geek Fam ID,Schwann,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/geek | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Rebellion Genflix,B1rul,Goldlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/rbg | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Rebellion Genflix,Huba,Midlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/rbg | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Rebellion Genflix,JiiSaa,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/rbg | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Rebellion Genflix,Jlonotwow,Offlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/rbg | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Rebellion Genflix,Ryuk,NULL,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/rbg | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
8,Rebellion Genflix,Val,Tank,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8 | https://id-mpl.com/s8/team/rbg | https://www.esportsearnings.com/tournaments/51520-mpl-indonesia-season-8 | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-full-roster-team/
