season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
8,Regular Season,1,2021-08-13,S8-RS-001,Rebellion Genflix,Bigetron Alpha,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rbg | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,1,2021-08-13,S8-RS-002,Geek Fam ID,RRQ Hoshi,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,1,2021-08-14,S8-RS-003,ONIC Esports,Rebellion Genflix,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,1,2021-08-14,S8-RS-004,Alter Ego,Geek Fam ID,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,1,2021-08-14,S8-RS-005,Bigetron Alpha,EVOS Legends,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,1,2021-08-15,S8-RS-006,EVOS Legends,AURA Fire,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,1,2021-08-15,S8-RS-007,Alter Ego,RRQ Hoshi,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,2,2021-08-20,S8-RS-008,Alter Ego,Rebellion Genflix,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,2,2021-08-20,S8-RS-009,AURA Fire,ONIC Esports,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,2,2021-08-21,S8-RS-010,Bigetron Alpha,AURA Fire,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,2,2021-08-21,S8-RS-011,Geek Fam ID,EVOS Legends,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,2,2021-08-21,S8-RS-012,ONIC Esports,RRQ Hoshi,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,2,2021-08-22,S8-RS-013,Bigetron Alpha,RRQ Hoshi,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,2,2021-08-22,S8-RS-014,Geek Fam ID,Rebellion Genflix,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,3,2021-08-27,S8-RS-015,AURA Fire,Alter Ego,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,3,2021-08-27,S8-RS-016,EVOS Legends,ONIC Esports,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,3,2021-08-28,S8-RS-017,Rebellion Genflix,AURA Fire,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rbg | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,3,2021-08-28,S8-RS-018,Bigetron Alpha,Alter Ego,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,3,2021-08-28,S8-RS-019,RRQ Hoshi,EVOS Legends,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,3,2021-08-29,S8-RS-020,Geek Fam ID,ONIC Esports,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,3,2021-08-29,S8-RS-021,RRQ Hoshi,Rebellion Genflix,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,4,2021-09-03,S8-RS-022,AURA Fire,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,4,2021-09-03,S8-RS-023,ONIC Esports,Bigetron Alpha,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,4,2021-09-04,S8-RS-024,Geek Fam ID,Bigetron Alpha,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,4,2021-09-04,S8-RS-025,AURA Fire,RRQ Hoshi,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,4,2021-09-04,S8-RS-026,EVOS Legends,Alter Ego,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,4,2021-09-05,S8-RS-027,Rebellion Genflix,EVOS Legends,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rbg | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,4,2021-09-05,S8-RS-028,Alter Ego,ONIC Esports,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,5,2021-09-10,S8-RS-029,Bigetron Alpha,Rebellion Genflix,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,5,2021-09-10,S8-RS-030,Geek Fam ID,Alter Ego,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,5,2021-09-11,S8-RS-031,ONIC Esports,AURA Fire,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,5,2021-09-11,S8-RS-032,RRQ Hoshi,Bigetron Alpha,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
