season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
8,Regular Season,5,2021-09-11,S8-RS-033,Rebellion Genflix,Alter Ego,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rbg | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,5,2021-09-12,S8-RS-034,AURA Fire,EVOS Legends,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,5,2021-09-12,S8-RS-035,RRQ Hoshi,ONIC Esports,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,6,2021-09-17,S8-RS-036,Rebellion Genflix,ONIC Esports,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rbg | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,6,2021-09-17,S8-RS-037,Alter Ego,EVOS Legends,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,6,2021-09-18,S8-RS-038,RRQ Hoshi,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,6,2021-09-18,S8-RS-039,AURA Fire,Bigetron Alpha,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,6,2021-09-18,S8-RS-040,EVOS Legends,Rebellion Genflix,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,6,2021-09-19,S8-RS-041,Bigetron Alpha,Geek Fam ID,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,6,2021-09-19,S8-RS-042,RRQ Hoshi,AURA Fire,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,7,2021-09-24,S8-RS-043,Alter Ego,Bigetron Alpha,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,7,2021-09-24,S8-RS-044,Geek Fam ID,AURA Fire,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/geek | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,7,2021-09-25,S8-RS-045,Bigetron Alpha,ONIC Esports,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/btr | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,7,2021-09-25,S8-RS-046,EVOS Legends,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,7,2021-09-25,S8-RS-047,RRQ Hoshi,Alter Ego,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rrq | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,7,2021-09-26,S8-RS-048,Rebellion Genflix,RRQ Hoshi,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rbg | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,7,2021-09-26,S8-RS-049,ONIC Esports,EVOS Legends,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,8,2021-10-01,S8-RS-050,Alter Ego,AURA Fire,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/ae | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,8,2021-10-01,S8-RS-051,EVOS Legends,Bigetron Alpha,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,8,2021-10-02,S8-RS-052,ONIC Esports,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,8,2021-10-02,S8-RS-053,AURA Fire,Rebellion Genflix,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rbg | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,8,2021-10-02,S8-RS-054,EVOS Legends,RRQ Hoshi,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/evos | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,8,2021-10-03,S8-RS-055,Rebellion Genflix,Geek Fam ID,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/rbg | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Regular Season,8,2021-10-03,S8-RS-056,ONIC Esports,Alter Ego,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Regular_Season | https://id-mpl.com/s8/team/onic | https://www.oneesports.gg/mobile-legends/mpl-id-season-8-schedule-watch/
8,Playoffs,NULL,2021-10-21,S8-PO-001,Alter Ego,Bigetron Alpha,3,1,team_a,5,Round 1 (Play-Ins),https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Playoffs | https://id-mpl.com/s8/team/ae
8,Playoffs,NULL,2021-10-21,S8-PO-002,EVOS Legends,AURA Fire,3,2,team_a,5,Round 1 (Play-Ins),https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Playoffs | https://id-mpl.com/s8/team/evos
8,Playoffs,NULL,2021-10-22,S8-PO-003,RRQ Hoshi,Alter Ego,3,0,team_a,5,Upper Bracket Semifinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Playoffs | https://id-mpl.com/s8/team/rrq
8,Playoffs,NULL,2021-10-22,S8-PO-004,ONIC Esports,EVOS Legends,3,0,team_a,5,Upper Bracket Semifinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Playoffs | https://id-mpl.com/s8/team/onic
8,Playoffs,NULL,2021-10-23,S8-PO-005,Alter Ego,EVOS Legends,2,3,team_b,5,Lower Bracket Semifinals,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Playoffs | https://id-mpl.com/s8/team/ae
8,Playoffs,NULL,2021-10-23,S8-PO-006,RRQ Hoshi,ONIC Esports,3,1,team_a,5,Upper Bracket Final,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Playoffs | https://id-mpl.com/s8/team/rrq
8,Playoffs,NULL,2021-10-24,S8-PO-007,ONIC Esports,EVOS Legends,3,2,team_a,5,Lower Bracket Final,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Playoffs | https://id-mpl.com/s8/team/onic
8,Playoffs,NULL,2021-10-24,S8-PO-008,RRQ Hoshi,ONIC Esports,3,4,team_b,7,Grand Final,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_8/Playoffs | https://id-mpl.com/s8/team/rrq
