season,team,player,role,status,source
16,Alter Ego Esports,Nino,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/ae
16,Alter Ego Esports,Arfy,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/ae
16,Alter Ego Esports,alekk,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/ae
16,Alter Ego Esports,Hijumee,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/ae
16,Alter Ego Esports,Cyruz,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/ae
16,Alter Ego Esports,Rinee,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/ae
16,Alter Ego Esports,Yazukee,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/ae
16,Alter Ego Esports,Ivann,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/ae
16,Bigetron by Vitality,Moreno,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/btr
16,Bigetron by Vitality,EMANN,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/btr
16,Bigetron by Vitality,Finn,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/btr
16,Bigetron by Vitality,NNAEL,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/btr
16,Bigetron by Vitality,Shogun,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/btr
16,Bigetron by Vitality,Ronn,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/btr
16,Dewa United Esports,Muezza,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/dewa
16,Dewa United Esports,Maybeee,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/dewa
16,Dewa United Esports,Vanz,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/dewa
16,Dewa United Esports,Reyy,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/dewa
16,Dewa United Esports,Octa,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/dewa
16,Dewa United Esports,Markkk,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/dewa
16,Dewa United Esports,QINN,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/dewa
16,EVOS,Kyy,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/evos
16,EVOS,Alberttt,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/evos
16,EVOS,Erlan,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/evos
16,EVOS,Swaylow,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/evos
16,EVOS,Branz,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/evos
16,EVOS,RoundeL,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/evos
16,EVOS,Xorizo,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/evos
16,EVOS,RENDYY,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/evos
16,Geek Fam,Baloyskie,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/geek
16,Geek Fam,Gobs,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/geek
16,Geek Fam,KennzyySkie,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/geek
16,Geek Fam,ABOY,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/geek
16,Geek Fam,Maykids,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/geek
16,Geek Fam,Zeltron,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s16/en/team/geek
