season,match_id,game_number,date,team_a,team_b,winner,duration_minutes,source
16,S16-RS-001,1,2025-08-22,ONIC,Dewa United Esports,ONIC,NULL,https://id-mpl.com/s16/en/team/onic | https://id-mpl.com/s16/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_16/Statistics
16,S16-RS-001,2,2025-08-22,ONIC,Dewa United Esports,ONIC,NULL,https://id-mpl.com/s16/en/team/onic | https://id-mpl.com/s16/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_16/Statistics
16,S16-RS-002,1,2025-08-22,NAVI,EVOS,EVOS,NULL,https://id-mpl.com/s16/en/team/navi | https://id-mpl.com/s16/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_16/Statistics
16,S16-RS-002,2,2025-08-22,NAVI,EVOS,EVOS,NULL,https://id-mpl.com/s16/en/team/navi | https://id-mpl.com/s16/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_16/Statistics
16,S16-RS-003,1,2025-08-23,Team Liquid ID,Geek Fam,NULL,NULL,https://id-mpl.com/s16/en/team/tlid | https://id-mpl.com/s16/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_16/Statistics
16,S16-RS-003,2,2025-08-23,Team Liquid ID,Geek Fam,NULL,NULL,https://id-mpl.com/s16/en/team/tlid | https://id-mpl.com/s16/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_16/Statistics
16,S16-RS-003,3,2025-08-23,Team Liquid ID,Geek Fam,NULL,NULL,https://id-mpl.com/s16/en/team/tlid | https://id-mpl.com/s16/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_16/Statistics
16,S16-RS-004,1,2025-08-23,ONIC,Bigetron by Vitality,ONIC,NULL,https://id-mpl.com/s16/en/team/onic | https://id-mpl.com/s16/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_16/Statistics
16,S16-RS-004,2,2025-08-23,ONIC,Bigetron by Vitality,ONIC,NULL,https://id-mpl.com/s16/en/team/onic | https://id-mpl.com/s16/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_16/Statistics
16,S16-RS-005,1,2025-08-23,RRQ Hoshi,Alter Ego Esports,NULL,NULL,https://id-mpl.com/s16/en/team/rrq | https://id-mpl.com/s16/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_16/Statistics
