season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
10,Regular Season,1,2022-08-12,S10-RS-001,Geek Fam ID,RRQ Hoshi,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,Regular Season,1,2022-08-12,S10-RS-002,Rebellion Zion,Bigetron Alpha,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,Regular Season,1,2022-08-13,S10-RS-003,Alter Ego,Geek Fam ID,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,Regular Season,1,2022-08-13,S10-RS-004,ONIC Esports,Rebellion Zion,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,Regular Season,1,2022-08-13,S10-RS-005,Bigetron Alpha,EVOS Legends,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,Regular Season,1,2022-08-14,S10-RS-006,Alter Ego,RRQ Hoshi,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,Regular Season,1,2022-08-14,S10-RS-007,EVOS Legends,AURA Fire,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,Regular Season,2,2022-08-19,S10-RS-008,AURA Fire,ONIC Esports,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,Regular Season,2,2022-08-19,S10-RS-009,Rebellion Zion,Alter Ego,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,Regular Season,2,2022-08-20,S10-RS-010,Bigetron Alpha,AURA Fire,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,Regular Season,2,2022-08-20,S10-RS-011,Geek Fam ID,EVOS Legends,0,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,Regular Season,2,2022-08-20,S10-RS-012,ONIC Esports,RRQ Hoshi,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,Regular Season,2,2022-08-21,S10-RS-013,Geek Fam ID,Rebellion Zion,2,0,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,Regular Season,2,2022-08-21,S10-RS-014,Bigetron Alpha,RRQ Hoshi,1,2,team_b,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,Regular Season,3,2022-08-26,S10-RS-015,AURA Fire,Alter Ego,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,Regular Season,3,2022-08-26,S10-RS-016,EVOS Legends,ONIC Esports,2,1,team_a,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
