season,team,player,role,status,source
10,Geek Fam ID,Hanz,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/geek
10,Geek Fam ID,Janaaqt,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/geek
10,Geek Fam ID,LUKE,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/geek
10,Geek Fam ID,Lzuraaa,Midlane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/geek
10,Geek Fam ID,Renesmee,Goldlane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/geek
10,ONIC Esports,Butsss,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/onic
10,ONIC Esports,CW,Goldlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/onic
10,ONIC Esports,Drian,All Role,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/onic
10,ONIC Esports,Kairi,Jungler/Core,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/onic
10,ONIC Esports,Kiboy,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/onic
10,ONIC Esports,S A N Z,Core,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/onic
10,ONIC Esports,SamoHT,Roamer/Midlaner,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/onic
10,Rebellion Zion,Dyrennn,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE
10,Rebellion Zion,Fearless,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE
10,Rebellion Zion,HAIZZ,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE
10,Rebellion Zion,SwayLow,Midlane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE
10,Rebellion Zion,VALL,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE
10,Rebellion Zion,Widjanarko,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE
10,RRQ Hoshi,Alberttt,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/rrq
10,RRQ Hoshi,Banana,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/rrq
10,RRQ Hoshi,Clayyy,Midlane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/rrq
10,RRQ Hoshi,Lemon,Midlane/Goldlane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/rrq
10,RRQ Hoshi,R7,Offlaner/EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/rrq
10,RRQ Hoshi,Skylar,Goldlane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/rrq
10,RRQ Hoshi,VYN,Midlane/Tank/Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10 | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-full-roster-team/ | https://tirto.id/daftar-roster-dan-pemain-mpl-id-s10-rrq-evos-onic-aura-fire-guXE | https://id-mpl.com/s10/team/rrq
