season,match_id,game_number,date,team_a,team_b,winner,duration_minutes,source
10,S10-RS-008,2,2022-08-19,AURA Fire,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-008,3,2022-08-19,AURA Fire,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-009,1,2022-08-19,Rebellion Zion,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-009,2,2022-08-19,Rebellion Zion,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-009,3,2022-08-19,Rebellion Zion,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-010,1,2022-08-20,Bigetron Alpha,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-010,2,2022-08-20,Bigetron Alpha,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-010,3,2022-08-20,Bigetron Alpha,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-011,1,2022-08-20,Geek Fam ID,EVOS Legends,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-011,2,2022-08-20,Geek Fam ID,EVOS Legends,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-012,1,2022-08-20,ONIC Esports,RRQ Hoshi,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-012,2,2022-08-20,ONIC Esports,RRQ Hoshi,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-012,3,2022-08-20,ONIC Esports,RRQ Hoshi,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-013,1,2022-08-21,Geek Fam ID,Rebellion Zion,Geek Fam ID,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-013,2,2022-08-21,Geek Fam ID,Rebellion Zion,Geek Fam ID,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-014,1,2022-08-21,Bigetron Alpha,RRQ Hoshi,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-014,2,2022-08-21,Bigetron Alpha,RRQ Hoshi,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-014,3,2022-08-21,Bigetron Alpha,RRQ Hoshi,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-015,1,2022-08-26,AURA Fire,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-015,2,2022-08-26,AURA Fire,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-015,3,2022-08-26,AURA Fire,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-016,1,2022-08-26,EVOS Legends,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-016,2,2022-08-26,EVOS Legends,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-016,3,2022-08-26,EVOS Legends,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-017,1,2022-08-27,Rebellion Zion,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/
10,S10-RS-017,2,2022-08-27,Rebellion Zion,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/
10,S10-RS-017,3,2022-08-27,Rebellion Zion,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/
10,S10-RS-018,1,2022-08-27,Bigetron Alpha,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-018,2,2022-08-27,Bigetron Alpha,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-018,3,2022-08-27,Bigetron Alpha,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-019,1,2022-08-27,RRQ Hoshi,EVOS Legends,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-019,2,2022-08-27,RRQ Hoshi,EVOS Legends,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-020,1,2022-08-28,Geek Fam ID,ONIC Esports,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-020,2,2022-08-28,Geek Fam ID,ONIC Esports,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-021,1,2022-08-28,Rebellion Zion,RRQ Hoshi,Rebellion Zion,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-021,2,2022-08-28,Rebellion Zion,RRQ Hoshi,Rebellion Zion,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-022,1,2022-09-02,AURA Fire,Geek Fam ID,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-022,2,2022-09-02,AURA Fire,Geek Fam ID,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-022,3,2022-09-02,AURA Fire,Geek Fam ID,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-023,1,2022-09-02,ONIC Esports,Bigetron Alpha,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-023,2,2022-09-02,ONIC Esports,Bigetron Alpha,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-024,1,2022-09-03,AURA Fire,RRQ Hoshi,AURA Fire,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-024,2,2022-09-03,AURA Fire,RRQ Hoshi,AURA Fire,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-025,1,2022-09-03,EVOS Legends,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-025,2,2022-09-03,EVOS Legends,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-025,3,2022-09-03,EVOS Legends,Alter Ego,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-026,1,2022-09-03,Geek Fam ID,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-026,2,2022-09-03,Geek Fam ID,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-026,3,2022-09-03,Geek Fam ID,Bigetron Alpha,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-027,1,2022-09-04,Rebellion Zion,EVOS Legends,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-027,2,2022-09-04,Rebellion Zion,EVOS Legends,EVOS Legends,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-028,1,2022-09-04,Alter Ego,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-028,2,2022-09-04,Alter Ego,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-028,3,2022-09-04,Alter Ego,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-029,1,2022-09-09,AURA Fire,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-029,2,2022-09-09,AURA Fire,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-029,3,2022-09-09,AURA Fire,EVOS Legends,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-030,1,2022-09-09,RRQ Hoshi,Bigetron Alpha,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-030,2,2022-09-09,RRQ Hoshi,Bigetron Alpha,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-031,1,2022-09-10,Geek Fam ID,Alter Ego,Geek Fam ID,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-031,2,2022-09-10,Geek Fam ID,Alter Ego,Geek Fam ID,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/geek
10,S10-RS-032,1,2022-09-10,Bigetron Alpha,Rebellion Zion,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-032,2,2022-09-10,Bigetron Alpha,Rebellion Zion,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-032,3,2022-09-10,Bigetron Alpha,Rebellion Zion,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-033,1,2022-09-10,RRQ Hoshi,ONIC Esports,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-033,2,2022-09-10,RRQ Hoshi,ONIC Esports,ONIC Esports,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-034,1,2022-09-11,Rebellion Zion,Alter Ego,Rebellion Zion,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-034,2,2022-09-11,Rebellion Zion,Alter Ego,Rebellion Zion,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-035,1,2022-09-11,ONIC Esports,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-035,2,2022-09-11,ONIC Esports,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-035,3,2022-09-11,ONIC Esports,AURA Fire,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-036,1,2022-09-16,Rebellion Zion,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-036,2,2022-09-16,Rebellion Zion,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-036,3,2022-09-16,Rebellion Zion,ONIC Esports,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/onic
10,S10-RS-037,1,2022-09-16,Alter Ego,EVOS Legends,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-037,2,2022-09-16,Alter Ego,EVOS Legends,Alter Ego,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/ae
10,S10-RS-038,1,2022-09-17,RRQ Hoshi,Geek Fam ID,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-038,2,2022-09-17,RRQ Hoshi,Geek Fam ID,RRQ Hoshi,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/rrq
10,S10-RS-039,1,2022-09-17,AURA Fire,Bigetron Alpha,Bigetron Alpha,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-039,2,2022-09-17,AURA Fire,Bigetron Alpha,Bigetron Alpha,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
10,S10-RS-040,1,2022-09-17,EVOS Legends,Rebellion Zion,Rebellion Zion,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-040,2,2022-09-17,EVOS Legends,Rebellion Zion,Rebellion Zion,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/evos
10,S10-RS-041,1,2022-09-18,Bigetron Alpha,Geek Fam ID,NULL,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_10/Regular_Season | https://www.oneesports.gg/mobile-legends/mpl-id-season-10-schedule-results/ | https://id-mpl.com/s10/team/btr
