season,team,player,role,status,source
5,RRQ Hoshi,Lemon,Midlaner/Sidelane/Offlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/rrq
5,RRQ Hoshi,LJ,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/rrq
5,RRQ Hoshi,VYN,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/rrq
5,RRQ Hoshi,R7,Offlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/rrq
5,RRQ Hoshi,TUTURU,Sidelane,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/rrq
5,RRQ Hoshi,Wizzking,Midlaner/Sidelane,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/rrq
5,RRQ Hoshi,XIN,"Marksman, Assassin",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/rrq
5,EVOS Legends,R E K T,All rounder,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/evos
5,EVOS Legends,Luminaire,"Tank, Support",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/evos
5,EVOS Legends,Wannn,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/evos
5,EVOS Legends,DONKEY,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/evos
5,EVOS Legends,Bajan,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/evos
5,EVOS Legends,Vinss,Fighter,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/evos
5,EVOS Legends,Rexxy,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/evos
5,EVOS Legends,Buts,"Fighter, Marksman, Tank",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/evos
5,EVOS Legends,Larajie,"Fighter, Tank",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/evos
5,EVOS Legends,Revicii,NULL,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/evos
5,ONIC Esports,Udil,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/onic
5,ONIC Esports,Drian,Side Lane,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/onic
5,ONIC Esports,Antimage,Offlane,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/onic
5,ONIC Esports,Sasa,Marksman,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/onic
5,ONIC Esports,Psychoo,"Tank, Support",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/onic
5,ONIC Esports,Rasdalima,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/onic
5,ONIC Esports,LordGov,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/onic
5,ONIC Esports,Rasy,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/onic
5,ONIC Esports,CW,Marksman,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/onic
5,ONIC Esports,Tibold,NULL,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/onic
5,Bigetron Alpha,DreamS,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/btr
5,Bigetron Alpha,Branz,Sidelane,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/btr
5,Bigetron Alpha,Bravo,OFFLANER,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/btr
5,Bigetron Alpha,Annisa,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/btr
5,Bigetron Alpha,kyy,TANK,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/btr
5,Bigetron Alpha,Warlord,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/btr
5,Alter Ego,Maungzy,All Rounder,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/ae
5,Alter Ego,LeoMurphy,"Tank, Support",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/ae
5,Alter Ego,Caesius,Tank/Support,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/ae
5,Alter Ego,Celiboy,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/ae
5,Alter Ego,Rmitchi,"Assassin, Fighter",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/ae
5,Alter Ego,YAM?,Fighter/Assasin,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/ae
5,Aerowolf Pro Team,kido,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/gflx
5,Aerowolf Pro Team,yor,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/gflx
5,Aerowolf Pro Team,JeeL,Marskman,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/gflx
5,Aerowolf Pro Team,key,Fighter,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/gflx
5,Aerowolf Pro Team,JackLee,tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/gflx
5,Aerowolf Pro Team,fredo,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/gflx
5,Aerowolf Pro Team,clay,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/gflx
5,Aerowolf Pro Team,rinazmi,Offlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/gflx
5,Aerowolf Pro Team,siap mas,offlaner/tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/gflx
5,Aerowolf Pro Team,Watt,Marksman,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/gflx
5,Geek Fam ID,Tezet,Offlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/geek
5,Geek Fam ID,VAL,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/geek
5,Geek Fam ID,Ramzu,"Marksman, Fighter",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_5 | https://id-mpl.com/s5/team/geek
