season,match_id,game_number,date,team_a,team_b,winner,duration_minutes,source
13,S13-RS-028,1,2024-03-30,Fnatic ONIC,Bigetron Alpha,Fnatic ONIC,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-028,2,2024-03-30,Fnatic ONIC,Bigetron Alpha,Fnatic ONIC,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-029,1,2024-03-30,RRQ Hoshi,Alter Ego Esports,RRQ Hoshi,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-029,2,2024-03-30,RRQ Hoshi,Alter Ego Esports,RRQ Hoshi,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-030,1,2024-03-31,Rebellion Esports,EVOS Glory,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-030,2,2024-03-31,Rebellion Esports,EVOS Glory,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-030,3,2024-03-31,Rebellion Esports,EVOS Glory,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-031,1,2024-03-31,Geek Fam,RRQ Hoshi,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-031,2,2024-03-31,Geek Fam,RRQ Hoshi,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-031,3,2024-03-31,Geek Fam,RRQ Hoshi,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-032,1,2024-03-31,Alter Ego Esports,Dewa United Esports,Alter Ego Esports,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-032,2,2024-03-31,Alter Ego Esports,Dewa United Esports,Alter Ego Esports,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-033,1,2024-04-19,Geek Fam,Rebellion Esports,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-033,2,2024-04-19,Geek Fam,Rebellion Esports,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-033,3,2024-04-19,Geek Fam,Rebellion Esports,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-034,1,2024-04-19,EVOS Glory,Fnatic ONIC,EVOS Glory,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-034,2,2024-04-19,EVOS Glory,Fnatic ONIC,EVOS Glory,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-035,1,2024-04-20,Dewa United Esports,RRQ Hoshi,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-035,2,2024-04-20,Dewa United Esports,RRQ Hoshi,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-035,3,2024-04-20,Dewa United Esports,RRQ Hoshi,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-036,1,2024-04-20,Alter Ego Esports,Liquid AURA,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-036,2,2024-04-20,Alter Ego Esports,Liquid AURA,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-036,3,2024-04-20,Alter Ego Esports,Liquid AURA,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-037,1,2024-04-20,EVOS Glory,Bigetron Alpha,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-037,2,2024-04-20,EVOS Glory,Bigetron Alpha,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-037,3,2024-04-20,EVOS Glory,Bigetron Alpha,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-038,1,2024-04-21,Alter Ego Esports,Rebellion Esports,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,S13-RS-038,2,2024-04-21,Alter Ego Esports,Rebellion Esports,NULL,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
