season,team,player,role,status,source
13,Alter Ego Esports,PAI,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/ae
13,Alter Ego Esports,Nino,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/ae
13,Alter Ego Esports,Cr1te,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/ae
13,Alter Ego Esports,Rasy,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/ae
13,Alter Ego Esports,TAZZ,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/ae
13,Alter Ego Esports,Munsters,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/ae
13,Alter Ego Esports,R E K T,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/ae
13,Alter Ego Esports,HAIZZ,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/ae
13,Alter Ego Esports,Celiboy,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/ae
13,Alter Ego Esports,Roundel,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/ae
13,Bigetron Alpha,KYY,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/btr
13,Bigetron Alpha,XORIZO,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/btr
13,Bigetron Alpha,MORENO,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/btr
13,Bigetron Alpha,Super Kenn,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/btr
13,Bigetron Alpha,EMANN,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/btr
13,Bigetron Alpha,Lord JM,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/btr
13,Bigetron Alpha,Vynn,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/btr
13,Dewa United Esports,Lanaya,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/dewa
13,Dewa United Esports,Keyz,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/dewa
13,Dewa United Esports,Dyx0n,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/dewa
13,Dewa United Esports,Shacco,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/dewa
13,Dewa United Esports,Watt,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/dewa
13,Dewa United Esports,Garry,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/dewa
13,Dewa United Esports,Kimura,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/dewa
13,Dewa United Esports,Drian,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/dewa
13,EVOS Glory,Branz,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,EVOS Glory,Van,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,EVOS Glory,Super Red,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,EVOS Glory,clawkun,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,EVOS Glory,DreamS,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,EVOS Glory,Anavel,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,EVOS Glory,Natco,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,EVOS Glory,FLUFFY,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,EVOS Glory,Panser,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,EVOS Glory,Veldora,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
