season,team,player,role,status,source
13,EVOS Glory,Warlord,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,EVOS Glory,VaanStrong,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/evos
13,Fnatic ONIC,Butsss,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Fnatic ONIC,Kairi,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Fnatic ONIC,SANZ,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Fnatic ONIC,CW,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Fnatic ONIC,Kiboy,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Fnatic ONIC,Alberttt,Jungler/Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Geek Fam,Baloyskie,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/geek
13,Geek Fam,Markyyy,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/geek
13,Geek Fam,LUKE,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/geek
13,Geek Fam,Caderaa,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/geek
13,Geek Fam,A B O Y,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/geek
13,Geek Fam,Reyy,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/geek
13,Geek Fam,Hazle,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/geek
13,Rebellion Esports,Karss,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Rebellion Esports,Vincentt,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Rebellion Esports,SwayLow,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Rebellion Esports,Okic,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Rebellion Esports,AudyTzy,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Rebellion Esports,Dee,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,Rebellion Esports,Moai,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/
13,RRQ Hoshi,BANANA,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,RRQ Hoshi,Bunnyqt,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,RRQ Hoshi,Skylar,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,RRQ Hoshi,Clayyy,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,RRQ Hoshi,Donn,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,RRQ Hoshi,Brusko,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,RRQ Hoshi,1rrad,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,RRQ Hoshi,VYN,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,RRQ Hoshi,Lemon,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,RRQ Hoshi,Ferxiic,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,RRQ Hoshi,Octa,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/rrq
13,Liquid AURA,Kabuki,Gold Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/tlid
13,Liquid AURA,H i g h,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/tlid
13,Liquid AURA,YehezKiel,Mid Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/tlid
13,Liquid AURA,Aran,EXP Lane,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/tlid
13,Liquid AURA,YAWI,Roamer,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/tlid
13,Liquid AURA,Gugunnn,Jungler,ROSTERED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13 | https://www.oneesports.gg/mobile-legends/full-roster-team-mpl-id-season-13/ | https://id-mpl.com/s13/team/tlid
