season,match_id,game_number,team,action,order,hero,source
13,S13-RS-001,2,EVOS Glory,ban,2,Tigreal,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,EVOS Glory,ban,3,Nolan,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,EVOS Glory,ban,4,Arlott,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,EVOS Glory,ban,5,Fanny,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,EVOS Glory,pick,1,Paquito,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,EVOS Glory,pick,2,Baxia,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,EVOS Glory,pick,3,Lylia,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,EVOS Glory,pick,4,Ruby,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,EVOS Glory,pick,5,Harith,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,Alter Ego Esports,ban,1,Guinevere,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,Alter Ego Esports,ban,2,Mathilda,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,Alter Ego Esports,ban,3,Cici,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,Alter Ego Esports,ban,4,Faramis,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,Alter Ego Esports,ban,5,Odette,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,Alter Ego Esports,pick,1,Terizla,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,Alter Ego Esports,pick,2,Joy,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,Alter Ego Esports,pick,3,Phoveus,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,Alter Ego Esports,pick,4,Angela,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-001,2,Alter Ego Esports,pick,5,Brody,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Rebellion Esports,ban,1,Kaja,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Rebellion Esports,ban,2,Claude,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Rebellion Esports,ban,3,Nolan,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Rebellion Esports,ban,4,Cici,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Rebellion Esports,ban,5,Fanny,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Rebellion Esports,pick,1,Ruby,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Rebellion Esports,pick,2,Hanzo,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Rebellion Esports,pick,3,Valentina,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Rebellion Esports,pick,4,Tigreal,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Rebellion Esports,pick,5,Bruno,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Dewa United Esports,ban,1,Mathilda,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Dewa United Esports,ban,2,Joy,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Dewa United Esports,ban,3,Novaria,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Dewa United Esports,ban,4,Barats,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Dewa United Esports,ban,5,Fredrinn,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Dewa United Esports,pick,1,Arlott,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Dewa United Esports,pick,2,Baxia,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Dewa United Esports,pick,3,Vexana,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Dewa United Esports,pick,4,Chou,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,1,Dewa United Esports,pick,5,Karrie,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Dewa United Esports,ban,1,Nolan,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Dewa United Esports,ban,2,Cici,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Dewa United Esports,ban,3,Fanny,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Dewa United Esports,ban,4,Arlott,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Dewa United Esports,ban,5,Lapu-Lapu,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Dewa United Esports,pick,1,Thamuz,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Dewa United Esports,pick,2,Fredrinn,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Dewa United Esports,pick,3,Novaria,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Dewa United Esports,pick,4,Minotaur,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Dewa United Esports,pick,5,Karrie,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Rebellion Esports,ban,1,Ruby,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Rebellion Esports,ban,2,Kaja,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Rebellion Esports,ban,3,Guinevere,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Rebellion Esports,ban,4,Joy,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Rebellion Esports,ban,5,Mathilda,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Rebellion Esports,pick,1,X.Borg,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Rebellion Esports,pick,2,Baxia,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Rebellion Esports,pick,3,Valentina,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Rebellion Esports,pick,4,Angela,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-002,2,Rebellion Esports,pick,5,Claude,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Bigetron Alpha,ban,1,Tigreal,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Bigetron Alpha,ban,2,Lapu-Lapu,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Bigetron Alpha,ban,3,Karrie,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Bigetron Alpha,ban,4,Ruby,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Bigetron Alpha,ban,5,Faramis,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Bigetron Alpha,pick,1,X.Borg,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Bigetron Alpha,pick,2,Gusion,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Bigetron Alpha,pick,3,Vexana,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Bigetron Alpha,pick,4,Grock,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Bigetron Alpha,pick,5,Brody,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Geek Fam,ban,1,Joy,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Geek Fam,ban,2,Nolan,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Geek Fam,ban,3,Mathilda,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Geek Fam,ban,4,Minotaur,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Geek Fam,ban,5,Diggie,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Geek Fam,pick,1,Yu Zhong,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Geek Fam,pick,2,Barats,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Geek Fam,pick,3,Valentina,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Geek Fam,pick,4,Arlott,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,1,Geek Fam,pick,5,Bruno,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Geek Fam,ban,1,Mathilda,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Geek Fam,ban,2,Joy,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Geek Fam,ban,3,Ruby,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Geek Fam,ban,4,Paquito,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Geek Fam,ban,5,Fanny,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Geek Fam,pick,1,Cici,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Geek Fam,pick,2,Fredrinn,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Geek Fam,pick,3,Faramis,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Geek Fam,pick,4,Diggie,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Geek Fam,pick,5,Ixia,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Bigetron Alpha,ban,1,Grock,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Bigetron Alpha,ban,2,Natalia,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Bigetron Alpha,ban,3,Nolan,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Bigetron Alpha,ban,4,Guinevere,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Bigetron Alpha,ban,5,Ruby,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Bigetron Alpha,pick,1,Barats,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Bigetron Alpha,pick,2,Fanny,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Bigetron Alpha,pick,3,Vexana,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Bigetron Alpha,pick,4,Arlott,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-003,2,Bigetron Alpha,pick,5,Karrie,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-004,1,Alter Ego Esports,ban,1,X.Borg,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-004,1,Alter Ego Esports,ban,2,Cici,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-004,1,Alter Ego Esports,ban,3,Arlott,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-004,1,Alter Ego Esports,ban,4,Ruby,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-004,1,Alter Ego Esports,ban,5,Faramis,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-004,1,Alter Ego Esports,pick,1,Terizla,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-004,1,Alter Ego Esports,pick,2,Guinevere,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-004,1,Alter Ego Esports,pick,3,Novaria,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-004,1,Alter Ego Esports,pick,4,Selena,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
13,S13-RS-004,1,Alter Ego Esports,pick,5,Karrie,https://www.kaggle.com/datasets/bcakra/tournamnet-result-match-of-mpl-indonesia-season-13/data?select=MPL+Indonesia+Season+13+-+BoxMatch.csv
