season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
13,Regular Season,1,2024-03-08,S13-RS-001,Alter Ego Esports,EVOS Glory,2,0,team_a,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,1,2024-03-08,S13-RS-002,Dewa United Esports,Rebellion Esports,2,0,team_a,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,1,2024-03-09,S13-RS-003,Geek Fam,Bigetron Alpha,0,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,1,2024-03-09,S13-RS-004,Rebellion Esports,Alter Ego Esports,1,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,1,2024-03-09,S13-RS-005,Liquid AURA,Dewa United Esports,0,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,1,2024-03-10,S13-RS-006,Fnatic ONIC,Geek Fam,2,0,team_a,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,1,2024-03-10,S13-RS-007,RRQ Hoshi,Liquid AURA,2,1,team_a,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,1,2024-03-10,S13-RS-008,Bigetron Alpha,EVOS Glory,2,0,team_a,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,2,2024-03-15,S13-RS-009,Rebellion Esports,RRQ Hoshi,2,0,team_a,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,2,2024-03-15,S13-RS-010,EVOS Glory,Liquid AURA,0,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,2,2024-03-16,S13-RS-011,Bigetron Alpha,Alter Ego Esports,1,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,2,2024-03-16,S13-RS-012,RRQ Hoshi,Fnatic ONIC,0,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,2,2024-03-16,S13-RS-013,EVOS Glory,Geek Fam,1,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,2,2024-03-17,S13-RS-014,Alter Ego Esports,Fnatic ONIC,1,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,2,2024-03-17,S13-RS-015,Dewa United Esports,Bigetron Alpha,0,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,2,2024-03-17,S13-RS-016,Liquid AURA,Rebellion Esports,2,0,team_a,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,3,2024-03-22,S13-RS-017,Fnatic ONIC,Liquid AURA,1,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,3,2024-03-22,S13-RS-018,EVOS Glory,Dewa United Esports,2,1,team_a,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
13,Regular Season,3,2024-03-23,S13-RS-019,Liquid AURA,Bigetron Alpha,1,2,team_b,3,NULL,https://www.vcgamers.com/news/en/dont-miss-the-complete-mpl-id-season-13-schedule/ | https://id-mpl.com/s13/history | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_13
