season,team,player,role,status,source
15,Alter Ego Esports,Nino,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/ae
15,Alter Ego Esports,Hijumee,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/ae
15,Alter Ego Esports,DreamS,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/ae
15,Alter Ego Esports,Rinee,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/ae
15,Alter Ego Esports,Arfy,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/ae
15,Alter Ego Esports,Kyzen,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/ae
15,Bigetron by Vitality,LUKE,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/btr
15,Bigetron by Vitality,Moreno,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/btr
15,Bigetron by Vitality,EMANN,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/btr
15,Bigetron by Vitality,Light,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/btr
15,Bigetron by Vitality,Anavel,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/btr
15,Bigetron by Vitality,Barbossa,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/btr
15,Bigetron by Vitality,Finn,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/btr
15,Dewa United Esports,Reyy,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/dewa
15,Dewa United Esports,Azura,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/dewa
15,Dewa United Esports,Xorizo,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/dewa
15,Dewa United Esports,Octa,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/dewa
15,Dewa United Esports,Muezza,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/dewa
15,Dewa United Esports,Maybe,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/dewa
15,Dewa United Esports,Vanz,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/dewa
15,Dewa United Esports,Rezz,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/dewa
15,Dewa United Esports,Itoshi Kesu,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/dewa
15,Dewa United Esports,Spencer,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/dewa
15,EVOS,KYY,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/evos
15,EVOS,Albertt,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/evos
15,EVOS,Erlan,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/evos
15,EVOS,Regii,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/evos
15,EVOS,Natco,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/evos
15,EVOS,Swaylow,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/evos
15,EVOS,Branz,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/evos
15,Geek Fam,Baloyskie,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/geek
15,Geek Fam,Gobs,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/geek
15,Geek Fam,KennzyySkie,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/geek
15,Geek Fam,Caderaa,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/geek
15,Geek Fam,ABOY,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/geek
15,Geek Fam,Maykids,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/geek
15,NAVI,Karss,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/navi
15,NAVI,Aether,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/navi
15,NAVI,Hanafi,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/navi
15,NAVI,xMagic,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/navi
15,NAVI,Woshipaul,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/navi
15,NAVI,Xyve,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/navi
15,NAVI,bq syai,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/navi
15,NAVI,Febbb,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/navi
15,ONIC,Kiboy,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/onic
15,ONIC,CW,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/onic
15,ONIC,SANZ,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/onic
