season,team,player,role,status,source
15,ONIC,Kairi,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/onic
15,ONIC,Lutpiii,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/onic
15,ONIC,Savero,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/onic
15,ONIC,Nnael,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/onic
15,ONIC,Ryota,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/onic
15,RRQ Hoshi,ToYy,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/rrq
15,RRQ Hoshi,Dyrennn,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/rrq
15,RRQ Hoshi,Rinz,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/rrq
15,RRQ Hoshi,Idok,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/rrq
15,RRQ Hoshi,Hazle,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/rrq
15,RRQ Hoshi,Sutsujin,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/rrq
15,Team Liquid ID,Aran,EXP Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/tlid
15,Team Liquid ID,AeronnShikii,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/tlid
15,Team Liquid ID,Faviannn,Jungler,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/tlid
15,Team Liquid ID,Widy,Roamer,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/tlid
15,Team Liquid ID,Yehezkiel,Mid Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/tlid
15,Team Liquid ID,Kyou,Gold Lane,ROSTERED_IN_SEASON,https://id-mpl.com/s15/en/team/tlid
