season,match_id,game_number,date,team_a,team_b,winner,duration_minutes,source
15,S15-RS-001,1,2025-03-07,NAVI,RRQ Hoshi,RRQ Hoshi,NULL,https://id-mpl.com/s15/en/team/navi | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
15,S15-RS-001,2,2025-03-07,NAVI,RRQ Hoshi,RRQ Hoshi,NULL,https://id-mpl.com/s15/en/team/navi | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
15,S15-RS-002,1,2025-03-07,EVOS,Team Liquid ID,NULL,NULL,https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
15,S15-RS-002,2,2025-03-07,EVOS,Team Liquid ID,NULL,NULL,https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
15,S15-RS-002,3,2025-03-07,EVOS,Team Liquid ID,NULL,NULL,https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
15,S15-RS-003,1,2025-03-08,EVOS,Geek Fam,EVOS,NULL,https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
15,S15-RS-003,2,2025-03-08,EVOS,Geek Fam,EVOS,NULL,https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
15,S15-RS-004,1,2025-03-08,Bigetron by Vitality,Alter Ego Esports,Bigetron by Vitality,NULL,https://id-mpl.com/s15/en/team/btr | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
15,S15-RS-004,2,2025-03-08,Bigetron by Vitality,Alter Ego Esports,Bigetron by Vitality,NULL,https://id-mpl.com/s15/en/team/btr | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
15,S15-RS-005,1,2025-03-08,RRQ Hoshi,ONIC,RRQ Hoshi,NULL,https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
15,S15-RS-005,2,2025-03-08,RRQ Hoshi,ONIC,RRQ Hoshi,NULL,https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15/Statistics
