season,team,player,role,stat_scope,snapshot_label,snapshot_date,ranking,games_played,win_rate_pct,total_kills,avg_kills,total_deaths,avg_deaths,total_assists,avg_assists,avg_kda,kill_participation_pct,mvp_points,signature_hero,signature_hero_games,signature_hero_win_rate_pct,damage_taken_per_game,damage_taken_per_minute,coverage_status,source
15,RRQ Hoshi,Idok,Roamer,season_award,Regular Season MVP,2025-06-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,season_awards_only_no_full_numeric_aggregate,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15 | https://en.wikipedia.org/wiki/MPL_Indonesia
15,ONIC,SANZ,Mid Lane,season_award,Finals MVP,2025-06-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,season_awards_only_no_full_numeric_aggregate,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15 | https://en.wikipedia.org/wiki/MPL_Indonesia
15,Alter Ego Esports,Nino,EXP Lane,season_award,Most Improved Player,2025-06-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,season_awards_only_no_full_numeric_aggregate,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15 | https://en.wikipedia.org/wiki/MPL_Indonesia
15,Geek Fam,Maykids,Jungler,season_award,Rookie of the Season,2025-06-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,season_awards_only_no_full_numeric_aggregate,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15 | https://en.wikipedia.org/wiki/MPL_Indonesia
