season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
15,Regular Season,2,2025-03-15,S15-RS-012,RRQ Hoshi,Team Liquid ID,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,2,2025-03-15,S15-RS-013,Bigetron by Vitality,EVOS,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/btr | https://id-mpl.com/s15/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,2,2025-03-16,S15-RS-014,Geek Fam,Bigetron by Vitality,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/geek | https://id-mpl.com/s15/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,2,2025-03-16,S15-RS-015,Alter Ego Esports,EVOS,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/ae | https://id-mpl.com/s15/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,2,2025-03-16,S15-RS-016,Team Liquid ID,Dewa United Esports,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/tlid | https://id-mpl.com/s15/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,3,2025-03-21,S15-RS-017,ONIC,Dewa United Esports,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/onic | https://id-mpl.com/s15/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,3,2025-03-21,S15-RS-018,NAVI,EVOS,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/navi | https://id-mpl.com/s15/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,3,2025-03-22,S15-RS-019,Team Liquid ID,Geek Fam,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/tlid | https://id-mpl.com/s15/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,3,2025-03-22,S15-RS-020,ONIC,Bigetron by Vitality,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/onic | https://id-mpl.com/s15/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,3,2025-03-22,S15-RS-021,RRQ Hoshi,Alter Ego Esports,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,3,2025-03-23,S15-RS-022,Bigetron by Vitality,NAVI,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/btr | https://id-mpl.com/s15/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,3,2025-03-23,S15-RS-023,Geek Fam,RRQ Hoshi,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/geek | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,3,2025-03-23,S15-RS-024,Alter Ego Esports,Dewa United Esports,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/ae | https://id-mpl.com/s15/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,4,2025-04-18,S15-RS-025,NAVI,ONIC,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/navi | https://id-mpl.com/s15/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,4,2025-04-18,S15-RS-026,EVOS,Dewa United Esports,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,4,2025-04-19,S15-RS-027,Team Liquid ID,Bigetron by Vitality,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/tlid | https://id-mpl.com/s15/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,4,2025-04-19,S15-RS-028,RRQ Hoshi,EVOS,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,4,2025-04-19,S15-RS-029,Geek Fam,Alter Ego Esports,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/geek | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,4,2025-04-20,S15-RS-030,ONIC,Team Liquid ID,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/onic | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,4,2025-04-20,S15-RS-031,Bigetron by Vitality,RRQ Hoshi,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/btr | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,4,2025-04-20,S15-RS-032,Dewa United Esports,Geek Fam,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/dewa | https://id-mpl.com/s15/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,5,2025-04-25,S15-RS-033,Geek Fam,NAVI,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/geek | https://id-mpl.com/s15/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,5,2025-04-25,S15-RS-034,EVOS,ONIC,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,5,2025-04-26,S15-RS-035,Dewa United Esports,RRQ Hoshi,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/dewa | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,5,2025-04-26,S15-RS-036,Alter Ego Esports,Team Liquid ID,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/ae | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,5,2025-04-26,S15-RS-037,EVOS,Bigetron by Vitality,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,5,2025-04-27,S15-RS-038,Alter Ego Esports,NAVI,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/ae | https://id-mpl.com/s15/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,5,2025-04-27,S15-RS-039,Geek Fam,ONIC,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/geek | https://id-mpl.com/s15/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,5,2025-04-27,S15-RS-040,Dewa United Esports,Team Liquid ID,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/dewa | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,6,2025-05-02,S15-RS-041,NAVI,Dewa United Esports,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/navi | https://id-mpl.com/s15/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,6,2025-05-02,S15-RS-042,Alter Ego Esports,Geek Fam,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/ae | https://id-mpl.com/s15/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,6,2025-05-03,S15-RS-043,EVOS,Alter Ego Esports,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,6,2025-05-03,S15-RS-044,Team Liquid ID,ONIC,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/tlid | https://id-mpl.com/s15/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,6,2025-05-03,S15-RS-045,RRQ Hoshi,Bigetron by Vitality,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,6,2025-05-04,S15-RS-046,NAVI,Team Liquid ID,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/navi | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,6,2025-05-04,S15-RS-047,ONIC,RRQ Hoshi,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/onic | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,6,2025-05-04,S15-RS-048,Geek Fam,EVOS,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/geek | https://id-mpl.com/s15/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,7,2025-05-09,S15-RS-049,Geek Fam,Dewa United Esports,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/geek | https://id-mpl.com/s15/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,7,2025-05-09,S15-RS-050,Bigetron by Vitality,Team Liquid ID,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/btr | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,7,2025-05-10,S15-RS-051,Dewa United Esports,Alter Ego Esports,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/dewa | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,7,2025-05-10,S15-RS-052,EVOS,RRQ Hoshi,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,7,2025-05-10,S15-RS-053,ONIC,NAVI,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/onic | https://id-mpl.com/s15/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,7,2025-05-11,S15-RS-054,RRQ Hoshi,Geek Fam,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,7,2025-05-11,S15-RS-055,NAVI,Bigetron by Vitality,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/navi | https://id-mpl.com/s15/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,7,2025-05-11,S15-RS-056,Team Liquid ID,EVOS,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/tlid | https://id-mpl.com/s15/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,8,2025-05-16,S15-RS-057,Team Liquid ID,Alter Ego Esports,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/tlid | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,8,2025-05-16,S15-RS-058,Bigetron by Vitality,Dewa United Esports,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/btr | https://id-mpl.com/s15/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,8,2025-05-17,S15-RS-059,Geek Fam,Team Liquid ID,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/geek | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,8,2025-05-17,S15-RS-060,Alter Ego Esports,RRQ Hoshi,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/ae | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,8,2025-05-17,S15-RS-061,Bigetron by Vitality,ONIC,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/btr | https://id-mpl.com/s15/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,8,2025-05-18,S15-RS-062,RRQ Hoshi,Dewa United Esports,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/dewa | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,8,2025-05-18,S15-RS-063,ONIC,EVOS,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/onic | https://id-mpl.com/s15/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,8,2025-05-18,S15-RS-064,NAVI,Geek Fam,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/navi | https://id-mpl.com/s15/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,9,2025-05-23,S15-RS-065,Bigetron by Vitality,Geek Fam,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/btr | https://id-mpl.com/s15/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,9,2025-05-23,S15-RS-066,Dewa United Esports,ONIC,1,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/dewa | https://id-mpl.com/s15/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,9,2025-05-24,S15-RS-067,EVOS,NAVI,2,1,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/evos | https://id-mpl.com/s15/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,9,2025-05-24,S15-RS-068,Team Liquid ID,RRQ Hoshi,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/tlid | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,9,2025-05-24,S15-RS-069,ONIC,Alter Ego Esports,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/onic | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,9,2025-05-25,S15-RS-070,Dewa United Esports,EVOS,0,2,team_b,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/dewa | https://id-mpl.com/s15/en/team/evos | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,9,2025-05-25,S15-RS-071,Alter Ego Esports,Bigetron by Vitality,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/ae | https://id-mpl.com/s15/en/team/btr | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Regular Season,9,2025-05-25,S15-RS-072,RRQ Hoshi,NAVI,2,0,team_a,3,NULL,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/navi | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Playoffs,NULL,2025-06-11,S15-PO-001,ONIC,Team Liquid ID,3,1,team_a,5,Play-Ins,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/onic | https://id-mpl.com/s15/en/team/tlid | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Playoffs,NULL,2025-06-11,S15-PO-002,Bigetron by Vitality,Alter Ego Esports,2,3,team_b,5,Play-Ins,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/btr | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Playoffs,NULL,2025-06-12,S15-PO-003,Geek Fam,ONIC,1,3,team_b,5,Upper Bracket Semifinal,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/geek | https://id-mpl.com/s15/en/team/onic | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Playoffs,NULL,2025-06-12,S15-PO-004,RRQ Hoshi,Alter Ego Esports,3,1,team_a,5,Upper Bracket Semifinal,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Playoffs,NULL,2025-06-13,S15-PO-005,Geek Fam,Alter Ego Esports,3,0,team_a,5,Lower Bracket Semifinal,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/geek | https://id-mpl.com/s15/en/team/ae | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Playoffs,NULL,2025-06-13,S15-PO-006,ONIC,RRQ Hoshi,3,1,team_a,5,Upper Bracket Final,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/onic | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Playoffs,NULL,2025-06-14,S15-PO-007,RRQ Hoshi,Geek Fam,4,1,team_a,7,Lower Bracket Final,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/rrq | https://id-mpl.com/s15/en/team/geek | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
15,Playoffs,NULL,2025-06-15,S15-PO-008,ONIC,RRQ Hoshi,4,3,team_a,7,Grand Final,https://id-mpl.com/s15/en/history | https://id-mpl.com/s15/en/team/onic | https://id-mpl.com/s15/en/team/rrq | https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_15
