season,team,player,role,status,source
MPL Indonesia Season 4,EVOS Legends,Rekt,All rounder,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,EVOS Legends,Oura,"Fighter, Offlaner",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,EVOS Legends,Luminaire,"Tank, Support",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,EVOS Legends,Wannn,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,EVOS Legends,Donkey,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,EVOS Legends,Bajan,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,EVOS Legends,Four,"Mage, Tank, Marksman",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,EVOS Legends,Rexxy,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,EVOS Legends,Vinss,Fighter,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,EVOS Legends,Zunz,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,RRQ Hoshi,Lemon,"Sidelaner, Fighter, Marksman",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,RRQ Hoshi,Tuturu,"Marksman, Sidelaner",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,RRQ Hoshi,LJ,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,RRQ Hoshi,Billy,"Sidelaner, Fighter",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,RRQ Hoshi,AyamJago,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,RRQ Hoshi,Liam,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,RRQ Hoshi,R7,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,RRQ Hoshi,Vyn,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,RRQ Hoshi,Xin,"Marksman, Midlaner",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,RRQ Hoshi,Rave,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,Alter Ego,Arss,Fighter,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Alter Ego,Maungzy,All rounder,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Alter Ego,LeoMurphy,"Tank, Support",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Alter Ego,Caesius,"Mage, Tank, Support",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Alter Ego,Chester.,"Assassin, Marksman",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Alter Ego,Celiboy,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Alter Ego,Rmitchi,"Assassin, Fighter",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Alter Ego,YoxXD,"Tank, Support",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,ONIC Esports,Udil,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/onic
MPL Indonesia Season 4,ONIC Esports,Drian,All rounder,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/onic
MPL Indonesia Season 4,ONIC Esports,Psychoo,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/onic
MPL Indonesia Season 4,ONIC Esports,AntiMage,Fighter,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/onic
MPL Indonesia Season 4,ONIC Esports,Trust,Midlane,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/onic
MPL Indonesia Season 4,ONIC Esports,Sasa,Marksman,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/onic
MPL Indonesia Season 4,Bigetron Esports,DreamS,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/btr
MPL Indonesia Season 4,Bigetron Esports,Branz,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/btr
MPL Indonesia Season 4,Bigetron Esports,BRAVO,Marksman,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/btr
MPL Indonesia Season 4,Bigetron Esports,3yy,"Fighter, Mage",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/btr
MPL Indonesia Season 4,Bigetron Esports,Hexazor,"Tank, Support",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/btr
MPL Indonesia Season 4,Bigetron Esports,Jo,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/btr
MPL Indonesia Season 4,Bigetron Esports,Zoeybit,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/btr
MPL Indonesia Season 4,Genflix Aerowolf,MarshaNoMercy,"Support, Tank",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Genflix Aerowolf,Kido,Midlaner,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Genflix Aerowolf,Watt,Side Lane,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Genflix Aerowolf,YoR,Tank,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Genflix Aerowolf,JeeL,"Fighter, Offlaner",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Genflix Aerowolf,Badboy,Marksman,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Genflix Aerowolf,xBarierJr,"Tank, Fighter",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Genflix Aerowolf,P A R A H M E N,Fighter,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Genflix Aerowolf,Key,"Fighter, Assassin, Marksman",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Genflix Aerowolf,Infrastruktur Senam,Fighter,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Geek Fam ID,wongcoco,"Tank, Fighter",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,Geek Fam ID,Ramzu,"Marksman, Fighter",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,Geek Fam ID,DoyokSyl,"Mage, Marksman, Assassin",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,Geek Fam ID,Ipin,"Assassin, Fighter",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,Geek Fam ID,Joker,"Tank, Support",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,Geek Fam ID,InstincT,"Marksman, Assassin, fighter",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,Geek Fam ID,Kirito,"Mage, Assassin",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,Geek Fam ID,Tezet,"Fighter, Marksman",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,Geek Fam ID,Paul,Tank Cover,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,Geek Fam ID,Val,"Tank, Support",ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,AURA Fire,Alive,NULL,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://www.esportsearnings.com/tournaments/53506-mpl-indonesia-season-4
MPL Indonesia Season 4,AURA Fire,Clover,NULL,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://www.esportsearnings.com/tournaments/53506-mpl-indonesia-season-4
MPL Indonesia Season 4,AURA Fire,Darkness,NULL,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://www.esportsearnings.com/tournaments/53506-mpl-indonesia-season-4
MPL Indonesia Season 4,AURA Fire,Ichsan,NULL,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://www.esportsearnings.com/tournaments/53506-mpl-indonesia-season-4
MPL Indonesia Season 4,AURA Fire,Phoenix,NULL,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://www.esportsearnings.com/tournaments/53506-mpl-indonesia-season-4
MPL Indonesia Season 4,AURA Fire,Yam,NULL,ROSTER_LISTED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4 | https://www.esportsearnings.com/tournaments/53506-mpl-indonesia-season-4
