season,team_id,team_name,source
MPL Indonesia Season 4,EVOS,EVOS Legends,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4
MPL Indonesia Season 4,RRQ,RRQ Hoshi,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4
MPL Indonesia Season 4,AE,Alter Ego,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4
MPL Indonesia Season 4,ONIC,ONIC Esports,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4
MPL Indonesia Season 4,BTR,Bigetron Esports,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4
MPL Indonesia Season 4,AURA,AURA Fire,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4
MPL Indonesia Season 4,GFLX,Genflix Aerowolf,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4
MPL Indonesia Season 4,GEEK,Geek Fam ID,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4
