season,stage,week,date,match_id,team_a,team_b,team_a_score,team_b_score,winner,best_of,round,source
MPL Indonesia Season 4,Regular Season,Week 7,2019-10-05,MPLID-S04-RS-045,AURA Fire,EVOS Legends,0,2,EVOS Legends,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,Regular Season,Week 7,2019-10-06,MPLID-S04-RS-046,Genflix Aerowolf,RRQ Hoshi,2,1,Genflix Aerowolf,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Regular Season,Week 7,2019-10-06,MPLID-S04-RS-047,Alter Ego,Geek Fam ID,2,1,Alter Ego,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Regular Season,Week 7,2019-10-06,MPLID-S04-RS-048,ONIC Esports,Bigetron Esports,0,2,Bigetron Esports,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/onic
MPL Indonesia Season 4,Regular Season,Week 8,2019-10-11,MPLID-S04-RS-049,Alter Ego,Bigetron Esports,2,1,Alter Ego,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Regular Season,Week 8,2019-10-11,MPLID-S04-RS-050,Genflix Aerowolf,AURA Fire,2,1,Genflix Aerowolf,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/gflx
MPL Indonesia Season 4,Regular Season,Week 8,2019-10-12,MPLID-S04-RS-051,RRQ Hoshi,ONIC Esports,2,0,RRQ Hoshi,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,Regular Season,Week 8,2019-10-12,MPLID-S04-RS-052,Geek Fam ID,EVOS Legends,0,2,EVOS Legends,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/geek
MPL Indonesia Season 4,Regular Season,Week 8,2019-10-12,MPLID-S04-RS-053,AURA Fire,Alter Ego,1,2,Alter Ego,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Regular Season,Week 8,2019-10-13,MPLID-S04-RS-054,Bigetron Esports,Geek Fam ID,1,2,Geek Fam ID,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/btr
MPL Indonesia Season 4,Regular Season,Week 8,2019-10-13,MPLID-S04-RS-055,EVOS Legends,RRQ Hoshi,2,1,EVOS Legends,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,Regular Season,Week 8,2019-10-13,MPLID-S04-RS-056,ONIC Esports,Genflix Aerowolf,2,0,ONIC Esports,3,Double Round Robin,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Regular_Season | https://id-mpl.com/s4/team/onic
MPL Indonesia Season 4,Playoffs,NULL,2019-10-26,MPLID-S04-PO-001,AURA Fire,ONIC Esports,0,2,ONIC Esports,3,Round 1,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Playoffs | https://id-mpl.com/s4/team/onic
MPL Indonesia Season 4,Playoffs,NULL,2019-10-26,MPLID-S04-PO-002,Alter Ego,Bigetron Esports,2,1,Alter Ego,3,Round 1,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Playoffs | https://id-mpl.com/s4/team/ae
MPL Indonesia Season 4,Playoffs,NULL,2019-10-26,MPLID-S04-PO-003,EVOS Legends,ONIC Esports,2,1,EVOS Legends,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Playoffs | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,Playoffs,NULL,2019-10-26,MPLID-S04-PO-004,RRQ Hoshi,Alter Ego,2,1,RRQ Hoshi,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Playoffs | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,Playoffs,NULL,2019-10-26,MPLID-S04-PO-005,ONIC Esports,Alter Ego,0,2,Alter Ego,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Playoffs | https://id-mpl.com/s4/team/onic
MPL Indonesia Season 4,Playoffs,NULL,2019-10-27,MPLID-S04-PO-006,EVOS Legends,RRQ Hoshi,2,0,EVOS Legends,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Playoffs | https://id-mpl.com/s4/team/evos
MPL Indonesia Season 4,Playoffs,NULL,2019-10-27,MPLID-S04-PO-007,RRQ Hoshi,Alter Ego,2,0,RRQ Hoshi,3,NULL,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Playoffs | https://id-mpl.com/s4/team/rrq
MPL Indonesia Season 4,Playoffs,NULL,2019-10-27,MPLID-S04-PO-008,EVOS Legends,RRQ Hoshi,3,1,EVOS Legends,5,Grand Final,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_4/Playoffs | https://id-mpl.com/s4/team/evos
