season,match_id,game_number,date,team_a,team_b,winner,duration_minutes,source
3,S3-RS-001,1,2019-02-16,Aerowolf Roxy,The Prime,Aerowolf Roxy,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-001,2,2019-02-16,Aerowolf Roxy,The Prime,Aerowolf Roxy,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-002,1,2019-02-16,SFI Critical,Star8 Esports,NULL,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-002,2,2019-02-16,SFI Critical,Star8 Esports,NULL,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-002,3,2019-02-16,SFI Critical,Star8 Esports,NULL,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-003,1,2019-02-16,AURA Esports,Louvre Esports,AURA Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-003,2,2019-02-16,AURA Esports,Louvre Esports,AURA Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-004,1,2019-02-16,PSG.RRQ,Bigetron Esports,PSG.RRQ,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-004,2,2019-02-16,PSG.RRQ,Bigetron Esports,PSG.RRQ,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-005,1,2019-02-16,EVOS Esports,Alter Ego,EVOS Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-005,2,2019-02-16,EVOS Esports,Alter Ego,EVOS Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-006,1,2019-02-17,Saints Indo,ONIC Esports,ONIC Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-006,2,2019-02-17,Saints Indo,ONIC Esports,ONIC Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-007,1,2019-02-17,Star8 Esports,Aerowolf Roxy,Aerowolf Roxy,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-007,2,2019-02-17,Star8 Esports,Aerowolf Roxy,Aerowolf Roxy,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-008,1,2019-02-17,The Prime,Saints Indo,NULL,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-008,2,2019-02-17,The Prime,Saints Indo,NULL,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-008,3,2019-02-17,The Prime,Saints Indo,NULL,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-009,1,2019-02-17,ONIC Esports,Alter Ego,ONIC Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-009,2,2019-02-17,ONIC Esports,Alter Ego,ONIC Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-010,1,2019-02-17,Louvre Esports,SFI Critical,SFI Critical,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-010,2,2019-02-17,Louvre Esports,SFI Critical,SFI Critical,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-1-1550477100518199487
3,S3-RS-011,1,2019-02-23,Bigetron Esports,AURA Esports,Bigetron Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
3,S3-RS-011,2,2019-02-23,Bigetron Esports,AURA Esports,Bigetron Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
3,S3-RS-012,1,2019-02-23,Aerowolf Roxy,Louvre Esports,NULL,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
3,S3-RS-012,2,2019-02-23,Aerowolf Roxy,Louvre Esports,NULL,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
3,S3-RS-012,3,2019-02-23,Aerowolf Roxy,Louvre Esports,NULL,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
3,S3-RS-013,1,2019-02-23,AURA Esports,EVOS Esports,EVOS Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
3,S3-RS-013,2,2019-02-23,AURA Esports,EVOS Esports,EVOS Esports,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
3,S3-RS-014,1,2019-02-23,SFI Critical,Bigetron Esports,SFI Critical,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
3,S3-RS-014,2,2019-02-23,SFI Critical,Bigetron Esports,SFI Critical,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
3,S3-RS-015,1,2019-02-23,EVOS Esports,PSG.RRQ,PSG.RRQ,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
3,S3-RS-015,2,2019-02-23,EVOS Esports,PSG.RRQ,PSG.RRQ,NULL,https://kumparan.com/kumparantech/hasil-lengkap-pertandingan-mobile-legends-mpl-season-3-pekan-2-1551326689397932761
