season,team,player,role,status,source
3,SFI Critical,Doyok,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,SFI Critical,Joker,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,SFI Critical,Ramzu,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Bigetron Esports,Branz,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Bigetron Esports,Bravo,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Bigetron Esports,DreamS,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Bigetron Esports,Lynx,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Bigetron Esports,VYN,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Bigetron Esports,Xora,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Alter Ego,Ahmad,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Alter Ego,Arss,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Alter Ego,Caesius,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Alter Ego,Chester,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Alter Ego,LeoMurphy,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Alter Ego,SamoHt,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,EVOS Esports,G,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,EVOS Esports,JessNoLimit,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,EVOS Esports,Jiao,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,EVOS Esports,Listychan,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,EVOS Esports,Oura,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,EVOS Esports,Rekt,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,PSG.RRQ,AyamJAGO,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,PSG.RRQ,Instinct,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,PSG.RRQ,Jamess,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,PSG.RRQ,Lemon,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,PSG.RRQ,Liam,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,PSG.RRQ,Tuturu,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,AURA Esports,Cold,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,AURA Esports,Han,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,AURA Esports,Rage,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,AURA Esports,Sugar,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,AURA Esports,Vin,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,AURA Esports,Yam,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,The Prime,Clover,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,The Prime,Kuyang,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,The Prime,Kyky,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,The Prime,Luminaire,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,The Prime,Maverick,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,The Prime,SLurp,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Star8 Esports,Cupu,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Star8 Esports,Paul,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Star8 Esports,Raze,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Star8 Esports,Tezet,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Star8 Esports,Val,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Star8 Esports,Xinnn,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Saints Indo,Clayyy,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Saints Indo,DayLen,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Saints Indo,Fredo,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Saints Indo,Lexibarbie,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Saints Indo,Mbol,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
3,Saints Indo,ZackerZ,NULL,NULL,https://api.esportsearnings.com/tournaments/53509-mpl-indonesia-season-3
