season,team,player,role,status,source
11,AURA Fire,FACEHUGGER,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,AURA Fire,Kabuki,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,AURA Fire,H i g h,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,AURA Fire,god1va,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,AURA Fire,Caid,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,Bigetron Alpha,Xorizo,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/btr
11,Bigetron Alpha,Super KENN,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/btr
11,Bigetron Alpha,Morenoo,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/btr
11,Bigetron Alpha,Saken,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/btr
11,Bigetron Alpha,Kyy,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/btr
11,Bigetron Alpha,Maxxx,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/btr
11,Bigetron Alpha,Markyyyyy,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/btr
11,Bigetron Alpha,Gamora,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/btr
11,Bigetron Alpha,VyrNoCure,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/btr
11,Bigetron Alpha,Just Garrr,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/btr
11,EVOS Legends,Saykots,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/evos
11,EVOS Legends,Tazz,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/evos
11,EVOS Legends,Hijumee,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/evos
11,EVOS Legends,Branz,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/evos
11,EVOS Legends,DreamS,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/evos
11,EVOS Legends,Ferxiic,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/evos
11,EVOS Legends,Pendragon,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/evos
11,Geek Slate,LUKE,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/geek
11,Geek Slate,Janaaqt,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/geek
11,Geek Slate,Aboy,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/geek
11,Geek Slate,Caderaa,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/geek
11,Geek Slate,Baloyskie,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/geek
11,Geek Slate,Matt,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/geek
11,ONIC Esports,Butsss,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/onic
11,ONIC Esports,Kairi,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/onic
11,ONIC Esports,S A N Z,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/onic
11,ONIC Esports,CW,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/onic
11,ONIC Esports,Kiboy,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/onic
11,ONIC Esports,Drian,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/onic
11,Rebellion Zion,SAEP,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,Rebellion Zion,Bigmac,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,Rebellion Zion,Vincentt,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,Rebellion Zion,Swaylow,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,Rebellion Zion,Haiz,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,Rebellion Zion,Widjanarko,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,Rebellion Zion,Karss,Multirole,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,RRQ Hoshi,Banana,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/rrq
11,RRQ Hoshi,Alberttt,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/rrq
11,RRQ Hoshi,Clayyy,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/rrq
11,RRQ Hoshi,Skylar,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/rrq
11,RRQ Hoshi,VYN,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/rrq
11,RRQ Hoshi,Lemon,Multirole,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/rrq
11,RRQ Hoshi,RENBO,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/rrq
