season,team,player,role,status,source
11,Alter Ego,PAI,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/ae
11,Alter Ego,Celiboy,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/ae
11,Alter Ego,Udil,Mid Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/ae
11,Alter Ego,Nino,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/ae
11,Alter Ego,Rasy,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/ae
11,Alter Ego,KidsZ,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/ae
11,Alter Ego,Psychoo,Roamer,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/ae
11,Alter Ego,R a i z e L,Gold Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023 | https://id-mpl.com/s11/team/ae
11,AURA Fire,Fluffy,EXP Lane,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
11,AURA Fire,VAN,Jungler,PARTICIPATED,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_11 | https://www.oneesports.gg/mobile-legends/team-rosters-mpl-id-season-11/ | https://www.oneesports.id/mobile-legends/debutan-terbaik-mpl-id-s11-week-3/ | https://hypeabis.id/read/22166/jadwal-mpl-id-season-11-hari-ini-3-maret-2023
